Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
cGAMP	Metabolite	chebi:71580						wikidata:Q27139728	chebi:71580;chebi:71580	inchikey:RFCBNSCSPXMEBK-INFSMZHSSA-N
ROS	Metabolite	chebi:26523						wikidata:Q424361	chebi:26523;chebi:26523	
angiotensin-(1-9)	Metabolite	chebi:80128						wikidata:Q58310864	chebi:80128;chebi:80128	inchikey:LJXGOQOPNPFXFT-JWRYNVNRSA-N
angiotensin II	Metabolite	chebi:2719	ang II accumulation					wikidata:Q412999	chebi:2719;chebi:2719	inchikey:CZGUSIXMZVURDU-JZXHSEFVSA-N
angiotensin I	Metabolite	chebi:2718						wikidata:Q539799	chebi:2718;chebi:2718	inchikey:ORWYRWWVDCYOMK-HBZPZAIKSA-N
AGT	Metabolite	chebi:2720						wikidata:Q267200	chebi:2720;chebi:2720	
angiotensin (1-7)	Metabolite	chebi:55438						wikidata:Q27074464	chebi:55438;chebi:55438	inchikey:PVHLMTREZMEJCG-GDTLVBQBSA-N
AGTR2	GeneProduct	ensembl:ENSG00000180772		ensembl:ENSG00000180772	ncbigene:186	hgnc.symbol:AGTR2	uniprot:P50052			
MAS1	GeneProduct	ensembl:ENSG00000206470								
NOX1	GeneProduct	uniprot:Q9Y5S8		ensembl:ENSG00000007952	ncbigene:27035	hgnc.symbol:NOX1	uniprot:Q9Y5S8;uniprot:H0Y581;uniprot:Q5H9D4;uniprot:A6NGA6			
AGTR1	GeneProduct	ensembl:ENSG00000144891		ensembl:ENSG00000144891	ncbigene:185	hgnc.symbol:AGTR1	uniprot:D3DNG8;uniprot:P30556;uniprot:A0A0A0MSE3;uniprot:Q53YY0			
cGAS	GeneProduct	uniprot:Q8N884		ensembl:ENSG00000164430	ncbigene:115004	hgnc.symbol:CGAS	uniprot:Q8N884			
ACAD9	GeneProduct	ensembl:ENSG00000177646		ensembl:ENSG00000177646	ncbigene:28976	hgnc.symbol:ACAD9	uniprot:Q9H9W4;uniprot:H0Y8Z9;uniprot:Q9H845;uniprot:D6R9Z3;uniprot:D6RDK9;uniprot:D6RGK6;uniprot:D6RJA8;uniprot:D6RCD8			
NFKB1	GeneProduct	ensembl:ENSG00000109320		ensembl:ENSG00000109320	ncbigene:4790	hgnc.symbol:NFKB1	uniprot:A0A494C157;uniprot:A0A494C1E9;uniprot:D6RF93;uniprot:P19838;uniprot:D6RC45;uniprot:D6RDI9;uniprot:D6RH30			
DDX58	GeneProduct	ensembl:ENSG00000107201		ensembl:ENSG00000107201	ncbigene:23586	hgnc.symbol:DDX58	uniprot:B3KWW1;uniprot:O95786;uniprot:A2A376			
IFIH1	GeneProduct	hgnc.symbol:IFIH1		ensembl:ENSG00000115267	ncbigene:64135	hgnc.symbol:IFIH1	uniprot:A0A3B3IRK8;uniprot:Q9BYX4			
NDUFAF1	GeneProduct	ensembl:ENSG00000137806		ensembl:ENSG00000137806	ncbigene:51103	hgnc.symbol:NDUFAF1	uniprot:A0A7I2V4I7;uniprot:A0A024R9L0;uniprot:A0A7I2YQA4;uniprot:H0YL22;uniprot:Q9Y375;uniprot:H0YNB7;uniprot:H0YNN4			
BCS1L	GeneProduct	ensembl:ENSG00000074582		ensembl:ENSG00000074582	ncbigene:617	hgnc.symbol:BCS1L	uniprot:C9JAS4;uniprot:H7BZF6;uniprot:C9J8G3;uniprot:Q9Y276;uniprot:A0A2R8Y7T3;uniprot:A0A024R445;uniprot:C9J4Q9;uniprot:H7C492;uniprot:C9J1S9			
ECSIT	GeneProduct	ensembl:ENSG00000130159		ensembl:ENSG00000130159	ncbigene:51295	hgnc.symbol:ECSIT	uniprot:K7ESM8;uniprot:K7EIK2;uniprot:K7EM98;uniprot:K7EN32;uniprot:K7EPL5;uniprot:J3KTF5;uniprot:K7EJG5;uniprot:K7EJI1;uniprot:Q9BQ95			
