Label	Type	ID	Database	Comment
MRP-transporter	Protein			
Cys	Metabolite	Q186474	wikidata:Q186474	
GCS	Protein	6.3.2.2	eccode:6.3.2.2	aka Glutamate Cysteine Ligase (GCL) (EC 6.3.2.2), previously known as gamma-glutamylcysteine synthetase (GCS)
gamma-Glu-Cys	Metabolite	Q288236	wikidata:Q288236	
GSH	Metabolite	Q116907	wikidata:Q116907	aka glutathione
2AB	Metabolite	Q27104317	wikidata:Q27104317	aka 2-aminobutyrate
gamma-Glu-2AB	Metabolite	78437958	pubchem.compound:78437958	aka gamma-Glutamyl-2-aminobutyrate
ophthalmate	Metabolite	Q7098084	ttd.drug:Q7098084	aka ophthalmic acid
GS	Protein	6.3.2.3	eccode:6.3.2.3	aka Glutathione synthetase (GSS)
ophthalmate	Metabolite	Q7098084	wikidata:Q7098084	aka ophthalmic acid
