Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
THDOC	Metabolite	pubchem.compound:91475						wikidata:Q2058978		inchikey:CYKYBWRSLLXBOW-SIDISFDHSA-N
Ketanserin	Metabolite	pubchem.compound:3822						wikidata:Q415997	chebi:6123;chebi:6123	inchikey:FPCCSQOGAWCVBH-UHFFFAOYSA-N
Ca2+	Metabolite	chebi:29108						wikidata:Q23905776	chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
Ca2+	Metabolite	chebi:29108						wikidata:Q23905776	chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
Ca2+	Metabolite	chebi:29108						wikidata:Q23905776	chebi:29108;chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N
DOC	Metabolite	pubchem.compound:6166						wikidata:Q948846	chebi:16973;chebi:16973	inchikey:ZESRJSPZRDMNHY-YFWFAHHUSA-N
PLCD4	GeneProduct	ensembl:ENSG00000115556	Homology Mapping from Mus musculus to Homo sapiens: Original ID = En:ENSMUSG00000026173	ensembl:ENSG00000115556	ncbigene:84812	hgnc.symbol:PLCD4	uniprot:H7C281;uniprot:F2Z3H8;uniprot:C9JAE4;uniprot:Q9BRC7;uniprot:H7C237;uniprot:C9JEA7			
PLEK	GeneProduct	ensembl:ENSG00000115956	pleckstrin</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = En:ENSMUSG00000020120	ensembl:ENSG00000115956	ncbigene:5341	hgnc.symbol:PLEK	uniprot:P08567			
POMC	GeneProduct	ensembl:ENSG00000115138	Homology Mapping from Mus musculus to Homo sapiens: Original ID = En:ENSMUSG00000020660	ensembl:ENSG00000115138	ncbigene:5443	hgnc.symbol:POMC	uniprot:P01189;uniprot:E9PHK5			
GRM1	GeneProduct	ensembl:ENSG00000152822	G-protein-coupled phosphatidylinositol-calcium second messenger system</br>Homology Mapping from Mus musculus to Homo sapiens: Original ID = En:ENSMUSG00000019828	ensembl:ENSG00000152822	ncbigene:2911	hgnc.symbol:GRM1	uniprot:Q13255			
