Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
L-glycine	Metabolite	cas:56-40-6						wikidata:Q106345678;wikidata:Q620730	chebi:15428;chebi:15428;chebi:57305;chebi:57305	inchikey:DHMQDGOQFOQNFH-UHFFFAOYSA-N
L-serine	Metabolite	cas:56-45-1						wikidata:Q106345473;wikidata:Q183290	chebi:33384;chebi:33384;chebi:17115;chebi:17115	inchikey:MTCFGRXMJLQNBG-REOHCLBHSA-N
5,10-methylene-THF	Metabolite	cas:31690-11-6						wikidata:Q26995704	chebi:15636;chebi:1989;chebi:15636;chebi:1989	inchikey:QYNUQALWYRSVHF-PZORYLMUSA-N;inchikey:QYNUQALWYRSVHF-OLZOCXBDSA-N
L-glycine	Metabolite	cas:56-40-6						wikidata:Q106345678;wikidata:Q620730	chebi:15428;chebi:15428;chebi:57305;chebi:57305	inchikey:DHMQDGOQFOQNFH-UHFFFAOYSA-N
ATP	Metabolite	cas:1927-31-7						wikidata:Q201090	chebi:16284;chebi:16284	inchikey:SUYVUBYJARFZHO-RRKCRQDMSA-N
ADP	Metabolite	cas:58-64-0						wikidata:Q185253	chebi:16761;chebi:16761	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-N
phosphoenolpyruvate	Metabolite	cas:138-08-9						wikidata:Q412139	chebi:44897;chebi:44897	inchikey:DTBNBXWJWCWCIK-UHFFFAOYSA-N
phosphate	Metabolite	cas:14265-44-2						wikidata:Q177811	chebi:26078;chebi:18367;chebi:26078;chebi:18367	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-K;inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N
malate	Metabolite	cas:6915-15-7						wikidata:Q190143	chebi:6650;chebi:6650	inchikey:BJEPYKJPYRNKOW-UHFFFAOYSA-N
NADH	Metabolite	cas:53-84-9						wikidata:Q71535049;wikidata:Q12499775	chebi:15846;chebi:44215;chebi:13389;chebi:13389;chebi:44215	inchikey:BAWFJGJZGIEFAR-NNYOXOHSSA-N
ATP	Metabolite	cas:1927-31-7						wikidata:Q201090	chebi:16284;chebi:16284	inchikey:SUYVUBYJARFZHO-RRKCRQDMSA-N
Coenzyme A	Metabolite	cas:64885-97-8						wikidata:Q412727	chebi:16848;chebi:16848	inchikey:XXFFZHQKSZLLIT-NALJQGANSA-N;inchikey:GEHSZWRGPHDXJO-NALJQGANSA-N
ADP	Metabolite	cas:58-64-0						wikidata:Q185253	chebi:16761;chebi:16761	inchikey:XTWYTFMLZFPYCI-KQYNXXCUSA-N
phosphate	Metabolite	cas:14265-44-2						wikidata:Q177811	chebi:26078;chebi:18367;chebi:26078;chebi:18367	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-K;inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N
acetyl-CoA	Metabolite	cas:72-89-9						wikidata:Q715317	chebi:15351;chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N
Coenzyme A	Metabolite	cas:64885-97-8						wikidata:Q412727	chebi:16848;chebi:16848	inchikey:XXFFZHQKSZLLIT-NALJQGANSA-N;inchikey:GEHSZWRGPHDXJO-NALJQGANSA-N
SHM1	GeneProduct	sgd:S000000467		ensembl:YBR263W	ncbigene:852565		uniprot:P37292			
SHM2	GeneProduct	sgd:S000004048		ensembl:YLR058C	ncbigene:850747		uniprot:P37291			
GPM1	GeneProduct	sgd:S000001635		ensembl:YKL152C	ncbigene:853705		uniprot:P00950			
GPM3	GeneProduct	sgd:S000005417		ensembl:YOL056W	ncbigene:854098		uniprot:Q12326			
ENO1	GeneProduct	sgd:S000003486		ensembl:YGR254W	ncbigene:853169		uniprot:P00924			
ENO2	GeneProduct	sgd:S000001217		ensembl:YHR174W	ncbigene:856579		uniprot:P00925			
YMR323W	GeneProduct	sgd:S000004942		ensembl:YMR323W	ncbigene:855373		uniprot:P42222			
ERR1	GeneProduct	sgd:S000005920		ensembl:YOR393W	ncbigene:855848;ncbigene:854575		uniprot:P0CX10;uniprot:P0CX11			
ERR2	GeneProduct	sgd:S000006202		ensembl:YPL281C	ncbigene:855848;ncbigene:854575		uniprot:P0CX10;uniprot:P0CX11			
MDH3	GeneProduct	sgd:S000002236		ensembl:YDL078C	ncbigene:851481		uniprot:P32419			
MDH1	GeneProduct	sgd:S000001568		ensembl:YKL085W	ncbigene:853777		uniprot:P17505			
MDH2	GeneProduct	sgd:S000005486		ensembl:YOL126C	ncbigene:853994		uniprot:P22133			
CIT2	GeneProduct	sgd:S000000598		ensembl:YCR005C	ncbigene:850361		uniprot:P08679			
CIT1	GeneProduct	sgd:CITS0000								
CIT3	GeneProduct	sgd:S000006205		ensembl:YPR001W	ncbigene:856107		uniprot:P43635			
YJL200C	GeneProduct	sgd:S000003736		ensembl:YJL200C	ncbigene:853230		uniprot:P39533			
ACO1	GeneProduct	sgd:ACOS0000								
ACO1	GeneProduct	sgd:S000004295		ensembl:YLR304C	ncbigene:851013		uniprot:P19414			
ICL1	GeneProduct	sgd:S000000867		ensembl:YER065C	ncbigene:856794		uniprot:P28240			
