Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Estradiol	Metabolite	hmdb:HMDB0000151							chebi:16469;chebi:16469	inchikey:VOXZDWNPVJITMN-ZBRFXRBCSA-N
Estradiol	Metabolite	hmdb:HMDB0000151							chebi:16469;chebi:16469	inchikey:VOXZDWNPVJITMN-ZBRFXRBCSA-N
Estradiol	Metabolite	hmdb:HMDB0000151							chebi:16469;chebi:16469	inchikey:VOXZDWNPVJITMN-ZBRFXRBCSA-N
Growth factors	Metabolite	hmdb:HMDB0000151							chebi:16469;chebi:16469	inchikey:VOXZDWNPVJITMN-ZBRFXRBCSA-N
Cyclic AMP	Metabolite	hmdb:HMDB0000058							chebi:17489;chebi:17489	inchikey:IVOMOUWHDPKRLL-KQYNXXCUSA-N
C-FOS	GeneProduct	ncbigene:2353		ensembl:ENSG00000170345	ncbigene:2353	hgnc.symbol:FOS	uniprot:G3V5N7;uniprot:H0YJM3;uniprot:G3V5N9;uniprot:Q6FG41;uniprot:G3V5J9;uniprot:G3V289;uniprot:G3V2V7;uniprot:P01100			
SP1	GeneProduct	ncbigene:6667		ensembl:ENSG00000185591	ncbigene:6667	hgnc.symbol:SP1	uniprot:H3BUU5;uniprot:H3BVI2;uniprot:P08047			
ERE	GeneProduct	ncbigene:2099		ensembl:ENSG00000091831	ncbigene:2099	hgnc.symbol:ESR1	uniprot:Q9H2M1;uniprot:Q9H2M2;uniprot:A0A1W2PP92;uniprot:B0QYW7;uniprot:P03372;uniprot:Q5T5H8;uniprot:G4XH65;uniprot:H0Y4W6;uniprot:Q9UE35			
ER-AF1	GeneProduct	ncbigene:2099		ensembl:ENSG00000091831	ncbigene:2099	hgnc.symbol:ESR1	uniprot:Q9H2M1;uniprot:Q9H2M2;uniprot:A0A1W2PP92;uniprot:B0QYW7;uniprot:P03372;uniprot:Q5T5H8;uniprot:G4XH65;uniprot:H0Y4W6;uniprot:Q9UE35			
ELK	GeneProduct	ncbigene:2002		ensembl:ENSG00000126767	ncbigene:2002	hgnc.symbol:ELK1	uniprot:P19419;uniprot:A0A024R1A7			
