ID	Database	Citation
2207166	Pubmed	"Multifunctional DNA-binding proteins mediate concerted transcription activation of yeast ribosomal protein genes. Mager WH, Planta RJ. Biochim Biophys Acta. 1990 Aug 27;1050(1–3):351–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2207166"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2207166"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2207166"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8670901	Pubmed	"RRN3 gene of Saccharomyces cerevisiae encodes an essential RNA polymerase I transcription factor which interacts with the polymerase independently of DNA template. Yamamoto RT, Nogi Y, Dodd JA, Nomura M. EMBO J. 1996 Aug 1;15(15):3964–73.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8670901"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8670901"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8670901"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9396790	Pubmed	"A new nomenclature for the cytoplasmic ribosomal proteins of Saccharomyces cerevisiae. Mager WH, Planta RJ, Ballesta JG, Lee JC, Mizuta K, Suzuki K, et al. Nucleic Acids Res. 1997 Dec 15;25(24):4872–5.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9396790"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9396790"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9396790"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9421530	Pubmed	"Three-dimensional structure of the yeast ribosome. Verschoor A, Warner JR, Srivastava S, Grassucci RA, Frank J. Nucleic Acids Res. 1998 Jan 15;26(2):655–61.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9421530"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9421530"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9421530"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10409730	Pubmed	"Transcriptional elements involved in the repression of ribosomal protein synthesis. Li B, Nierras CR, Warner JR. Mol Cell Biol. 1999 Aug;19(8):5393–404.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10409730"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10409730"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10409730"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10542411	Pubmed	"The economics of ribosome biosynthesis in yeast. Warner JR. Trends Biochem Sci. 1999 Nov;24(11):437–40.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10542411"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10542411"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10542411"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10690410	Pubmed	"Ribosome synthesis in Saccharomyces cerevisiae. Venema J, Tollervey D. Annu Rev Genet. 1999;33:261–311.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10690410"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10690410"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10690410"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
11717393	Pubmed	"Differential roles of phosphorylation in the formation of transcriptional active RNA polymerase I. Fath S, Milkereit P, Peyroche G, Riva M, Carles C, Tschochner H. Proc Natl Acad Sci U S A. 2001 Dec 4;98(25):14334–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/11717393"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/11717393"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/11717393"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12509467	Pubmed	"Autoregulation in the biosynthesis of ribosomes. Zhao Y, Sohn JH, Warner JR. Mol Cell Biol. 2003 Jan;23(2):699–707.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12509467"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12509467"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12509467"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
14595104	Pubmed	"Tor pathway regulates Rrn3p-dependent recruitment of yeast RNA polymerase I to the promoter but does not participate in alteration of the number of active genes. Claypool JA, French SL, Johzuka K, Eliason K, Vu L, Dodd JA, et al. Mol Biol Cell. 2004 Feb;15(2):946–56.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/14595104"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/14595104"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/14595104"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
