Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Staurosporine	Metabolite	chebi:57491	""					wikidata:Q27124730	chebi:57491	inchikey:HKSZLNNOFSGOKW-FYTWVXJKSA-O	pubchem.compound:7048594	chemspider:5408815			
Acetaldehyde	Metabolite	chebi:15343	""					wikidata:Q61457	chebi:15343	inchikey:IKHGUXGNUITLKF-UHFFFAOYSA-N	pubchem.compound:177	chemspider:172	hmdb:HMDB0000990	kegg.compound:C00084	
Ethanol	Metabolite	chebi:16236	""					wikidata:Q153	chebi:16236	inchikey:LFQSCWFLJHTTHZ-UHFFFAOYSA-N	pubchem.compound:702	chemspider:682	hmdb:HMDB0000108	kegg.compound:C00469	
Vitamin C	Metabolite	chebi:38290	""					wikidata:Q27104442	chebi:38290	inchikey:CIWBSHSKHKDKBQ-JLAZNSOCSA-M	pubchem.compound:54679076	chemspider:10239162		kegg.compound:C00072	
Diallyl sulfide	Metabolite	chebi:4489	""					wikidata:Q11587666	chebi:4489	inchikey:UBJVUCKUDDKUJF-UHFFFAOYSA-N	pubchem.compound:11617	chemspider:11128	hmdb:HMDB0036491	kegg.compound:C08370	
U0126	Metabolite	chebi:90693	""					wikidata:Q7863562	chebi:90693	inchikey:DVEXZJFMOKTQEZ-JYFOCSDGSA-N	pubchem.compound:3006531	chemspider:2276356			
Fluoride	Metabolite	chebi:17051	""					wikidata:Q407350	chebi:17051	inchikey:KRHYYFGTRYWZRS-UHFFFAOYSA-M	pubchem.compound:28179	chemspider:26214	hmdb:HMDB0000662	kegg.compound:C00742	
Enflurane	Metabolite	hmdb:HMDB0014373	""						chebi:4792	inchikey:JPGQOUSTVILISH-UHFFFAOYSA-N	pubchem.compound:3226	chemspider:3113	hmdb:HMDB0014373	kegg.compound:C07516	
Halothane	Metabolite	chebi:5615	""					wikidata:Q32921	chebi:5615	inchikey:BCQZXOMGPXTTIC-UHFFFAOYSA-N	pubchem.compound:3562	chemspider:3441	hmdb:HMDB0015290	kegg.compound:C07515	
Sevoflurane	Metabolite	chebi:9130	""					wikidata:Q419394	chebi:9130	inchikey:DFEYYRMXOJXZRJ-UHFFFAOYSA-N	pubchem.compound:5206	chemspider:5017	hmdb:HMDB0015366	kegg.compound:C07520	
6-Hydroxychlorzoxazone	Metabolite	hmdb:HMDB0060998	""							inchikey:AGLXDWOTVQZHIQ-UHFFFAOYSA-N	pubchem.compound:2734		hmdb:HMDB0060998		
