Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
glycerol	Metabolite	cas:56-81-5	""					wikidata:Q132501	chebi:17754	inchikey:PEDCQBHIVMGVHV-UHFFFAOYSA-N	pubchem.compound:753	chemspider:733	hmdb:HMDB0000131	kegg.compound:C00116	
Metabolite	Metabolite	kegg.compound:C03372	""					wikidata:Q59617355	chebi:15835	inchikey:IWFZHMQFZRLGDQ-UHFFFAOYSA-N	pubchem.compound:6857386	chemspider:5256726	hmdb:HMDB0011750	kegg.compound:C03372	lipidmaps:LMGP22010000
1,2 diacylglycerol	Metabolite	kegg.compound:C00641	""					wikidata:Q22082904	chebi:17815					kegg.compound:C00641	lipidmaps:LMGL02010000
L-serine	Metabolite	cas:56-45-1	""					wikidata:Q106345473;wikidata:Q183290	chebi:33384;chebi:17115	inchikey:MTCFGRXMJLQNBG-REOHCLBHSA-N	pubchem.compound:5951;pubchem.compound:6857581	chemspider:5736	hmdb:HMDB0000187	kegg.compound:C00065	
pyrophosphate	Metabolite	cas:2466-09-3	""					wikidata:Q411092	chebi:29888	inchikey:XPPKVPWEQAFLFU-UHFFFAOYSA-N	pubchem.compound:1023;pubchem.compound:21961011	chemspider:996	hmdb:HMDB0000250	kegg.compound:C00013	
phosphate	Metabolite	cas:14265-44-2	""					wikidata:Q177811	chebi:26078;chebi:18367	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-K;inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N	pubchem.compound:1004;pubchem.compound:1061	chemspider:979;chemspider:1032	hmdb:HMDB0001429	kegg.compound:C00009	
Glycerol-3-Phosphate	Metabolite	hmdb:HMDB0000126	""						chebi:15978	inchikey:AWUCVROLDVIAJX-GSVOUGTGSA-N	pubchem.compound:439162	chemspider:388308	hmdb:HMDB0000126	kegg.compound:C00093	
CDP-choline	Metabolite	cas:987-78-0	""					wikidata:Q28529682	chebi:16436;chebi:49086	inchikey:RZZPDXZPRHQOCG-OJAKKHQRSA-N;inchikey:RZZPDXZPRHQOCG-OJAKKHQRSA-O	pubchem.compound:76963096;pubchem.compound:11583971;pubchem.compound:13805;pubchem.compound:13804	chemspider:13208;chemspider:13207	hmdb:HMDB0001413	kegg.compound:C00307	
Phosphate	Metabolite	pubchem.compound:1061	""					wikidata:Q177811	chebi:18367	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-K	pubchem.compound:1061	chemspider:1032			
CTP	Metabolite	kegg.compound:C00063	""					wikidata:Q409648	chebi:17677	inchikey:PCDQPRRSZKQHHS-XVFCMESISA-N	pubchem.compound:6176	chemspider:5941;chemspider:19952488	hmdb:HMDB0000082	kegg.compound:C00063	
L-1-phosphatidyl-ethanolamine	Metabolite	cas:2644-64-6	""					wikidata:Q2587934		inchikey:KILNVBDSWZSGLL-UHFFFAOYSA-N	pubchem.compound:6138	chemspider:5908	hmdb:HMDB0000564;hmdb:HMDB0245715		lipidmaps:LMGP01010564
H2O	Metabolite	hmdb:HMDB0002111	""						chebi:15377	inchikey:XLYOFNOQVPJJNP-UHFFFAOYSA-N	pubchem.compound:962	chemspider:937	hmdb:HMDB0002111	kegg.compound:C00001	
phosphatidic acid	Metabolite	pubchem.compound:5287505	""					wikidata:Q32039077		inchikey:UOOPRMYYAWVCCZ-GDLZYMKVSA-M	pubchem.compound:5287505				
NADP	Metabolite	hmdb:HMDB0000217	""						chebi:44409	inchikey:XJLXINKUBYWONI-NNYOXOHSSA-N	pubchem.compound:5885	chemspider:5674	hmdb:HMDB0000217	kegg.compound:C00006	
CDP-1,2-Diacylglycerol	Metabolite	kegg.compound:C00269	""					wikidata:Q22082940	chebi:17962					kegg.compound:C00269	lipidmaps:LMGP13010000
lysophosphatidic acid	Metabolite	pubchem.compound:5497152	""					wikidata:Q2823281		inchikey:WRGQSWVCFNIUNZ-KTKRTIGZSA-N	pubchem.compound:5497152	chemspider:4593722	hmdb:HMDB0007855		
NADPH	Metabolite	hmdb:HMDB0000221	""						chebi:16474	inchikey:ACFIXJIJDZMPPO-NNYOXOHSSA-N	pubchem.compound:5884	chemspider:5673	hmdb:HMDB0000221	kegg.compound:C00005	
CPT1	GeneProduct	sgd:S000005074	""	ensembl:YNL130C	ncbigene:855593		uniprot:P17898								
CRD1	GeneProduct	sgd:S000002301	""	ensembl:YDL142C	ncbigene:851413		uniprot:Q07560								
GPT2	GeneProduct	ncbigene:853941	""	ensembl:YKR067W	ncbigene:853941		uniprot:P36148								
CHO2	GeneProduct	sgd:S000003389	""	ensembl:YGR157W	ncbigene:853061		uniprot:P05374								
OPI3	GeneProduct	sgd:S000003834	""	ensembl:YJR073C	ncbigene:853536		uniprot:P05375								
CHO1	GeneProduct	sgd:S000000828	""	ensembl:YER026C	ncbigene:856748		uniprot:P08456								
PSD2	GeneProduct	sgd:S000003402	""	ensembl:YGR170W	ncbigene:853080		uniprot:P53037								
PGS1	GeneProduct	sgd:S000000510	""	ensembl:YCL004W	ncbigene:850352		uniprot:P25578								
LPP1	GeneProduct	ensembl:YDR503C	""	ensembl:YDR503C	ncbigene:852114		uniprot:Q04396								
SLC1	GeneProduct	sgd:S000002210	""	ensembl:YDL052C	ncbigene:851508		uniprot:P33333								
AYR1	GeneProduct	sgd:S000001386	""	ensembl:YIL124W	ncbigene:854682		uniprot:P40471								
PAH1	GeneProduct	ensembl:YMR165C	""	ensembl:YMR165C	ncbigene:855201		uniprot:P32567								
SCT1	GeneProduct	ncbigene:852271	""	ensembl:YBL011W	ncbigene:852271		uniprot:P32784								
CDS1	GeneProduct	sgd:S000000233	""	ensembl:YBR029C	ncbigene:852317		uniprot:P38221								
PSD1	GeneProduct	sgd:S000005113	""	ensembl:YNL169C	ncbigene:855552		uniprot:P39006								
