Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Casp9	GeneProduct	ensembl:ENSRNOG00000012944		ensembl:ENSRNOG00000012944	ncbigene:58918		uniprot:A0A0G2K3V0;uniprot:Q920G4;uniprot:Q9JHK1			
Mapk3	GeneProduct	ensembl:ENSRNOG00000053583		ensembl:ENSRNOG00000053583	ncbigene:50689		uniprot:P21708			
Plcg1	GeneProduct	ensembl:ENSRNOG00000051490		ensembl:ENSRNOG00000051490	ncbigene:25738		uniprot:G3V845			
Akt1	GeneProduct	ensembl:ENSRNOG00000028629		ensembl:ENSRNOG00000028629	ncbigene:24185		uniprot:P47196			
Mapk1	GeneProduct	ensembl:ENSRNOG00000001849		ensembl:ENSRNOG00000001849	ncbigene:116590		uniprot:P63086			
Flt4	GeneProduct	ncbigene:114110		ensembl:ENSRNOG00000002511	ncbigene:114110		uniprot:G3V6B7			
Shc1	GeneProduct	ncbigene:85385		ensembl:ENSRNOG00000020657	ncbigene:85385		uniprot:F1LN14;uniprot:G3V8S2			
Itpkc	GeneProduct	ensembl:ENSRNOG00000013945		ensembl:ENSRNOG00000013945	ncbigene:308451		uniprot:Q80ZG2			
PI3K	GeneProduct	ensembl:ENSRNOG00000009385		ensembl:ENSRNOG00000009385	ncbigene:298947		uniprot:D3ZFJ0			
Vegfc	GeneProduct	ncbigene:114111		ensembl:ENSRNOG00000011416	ncbigene:114111		uniprot:O35757			
Figf	GeneProduct	ncbigene:360457		ensembl:ENSRNOG00000003587	ncbigene:360457		uniprot:G3V9S8			
Flt4	GeneProduct	ncbigene:114110		ensembl:ENSRNOG00000002511	ncbigene:114110		uniprot:G3V6B7			
Grb2	GeneProduct	ncbigene:81504		ensembl:ENSRNOG00000003990	ncbigene:81504		uniprot:P62994			
Bad_v1	GeneProduct	ensembl:ENSRNOG00000021147		ensembl:ENSRNOG00000021147	ncbigene:64639		uniprot:O35147			
Nos3	GeneProduct	ensembl:ENSRNOG00000009348		ensembl:ENSRNOG00000009348	ncbigene:24600		uniprot:F1LQC7			
