Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Double-stranded telomeric DNA	Metabolite	chebi:4705	""					wikidata:Q55978910	chebi:4705						
Single-stranded telomeric DNA	Metabolite	chebi:9160	""					wikidata:Q10906438	chebi:9160						
TPP1	GeneProduct	ensembl:ENSG00000166340	""	ensembl:ENSG00000166340	ncbigene:1200	hgnc.symbol:TPP1	uniprot:A0A2R8YD72;uniprot:A0A2R8YDY1;uniprot:A0A2R8YE64;uniprot:A0A2R8Y7I4;uniprot:A0A2R8YD45;uniprot:O14773;uniprot:A0A804HJ17;uniprot:A0A2R8YCK4;uniprot:A0A2R8Y7U1;uniprot:E7EV34;uniprot:A0A2R8YGD1;uniprot:A0A2R8Y6T9;uniprot:E9PPA4;uniprot:E9PME9								
H2BC5	GeneProduct	ensembl:ENSG00000158373	""	ensembl:ENSG00000158373	ncbigene:3017	hgnc.symbol:H2BC5	uniprot:P58876;uniprot:A0A024QZZ7								
TINF2	GeneProduct	ensembl:ENSG00000092330	""	ensembl:ENSG00000092330	ncbigene:26277	hgnc.symbol:TINF2	uniprot:A0A8V8TNU6;uniprot:A0A8V8TP44;uniprot:A0A8V8TQE2;uniprot:H0YKA6;uniprot:A0A8V8TNM3;uniprot:B4DFJ1;uniprot:H0YL20;uniprot:A0A8V8TQ07;uniprot:H0YLC9;uniprot:H0YMN3;uniprot:Q9BSI4;uniprot:A0A8V8TNM8								
LOC102724334	GeneProduct	ensembl:ENSG00000274559	""	ensembl:ENSG00000274559	ncbigene:102724334										
TERF1	GeneProduct	ensembl:ENSG00000147601	""	ensembl:ENSG00000147601	ncbigene:7013	hgnc.symbol:TERF1	uniprot:A0A7I2V5I6;uniprot:A0A7I2V5T5;uniprot:E7EWM7;uniprot:P54274;uniprot:A0A7I2V3N9;uniprot:E5RFJ5;uniprot:A0A7I2YQE7;uniprot:A0A7I2V5E0								
H2BC1	GeneProduct	ensembl:ENSG00000146047	""	ensembl:ENSG00000146047	ncbigene:255626	hgnc.symbol:H2BC1	uniprot:Q96A08								
POT1	GeneProduct	ensembl:ENSG00000128513	""	ensembl:ENSG00000128513	ncbigene:25913	hgnc.symbol:POT1	uniprot:A0A024R739;uniprot:A8MTK3;uniprot:A0A590UJF2;uniprot:A0A590UJF7;uniprot:V9GZ00;uniprot:C9JPG9;uniprot:A0A590UJM4;uniprot:Q5MJ35;uniprot:Q9NUX5;uniprot:B7Z7M5;uniprot:Q5MJ33;uniprot:Q5MJ34;uniprot:A0A590UJP0;uniprot:A0A590UJR1								
H2AC14	GeneProduct	ensembl:ENSG00000276368	""	ensembl:ENSG00000276368	ncbigene:8331	hgnc.symbol:H2AC14	uniprot:Q99878								
H2BC11	GeneProduct	ensembl:ENSG00000124635	""	ensembl:ENSG00000124635	ncbigene:8970	hgnc.symbol:H2BC11	uniprot:A0A024RCJ2;uniprot:P06899;uniprot:U3KPT8								
H4C13	GeneProduct	ensembl:ENSG00000275126	""	ensembl:ENSG00000275126	ncbigene:8368	hgnc.symbol:H4C13	uniprot:B2R4R0;uniprot:P62805								
H4C4	GeneProduct	ensembl:ENSG00000277157	""	ensembl:ENSG00000277157	ncbigene:8360	hgnc.symbol:H4C4	uniprot:B2R4R0;uniprot:P62805								
H3-4	GeneProduct	ensembl:ENSG00000168148	""	ensembl:ENSG00000168148	ncbigene:8290	hgnc.symbol:H3-4	uniprot:Q16695								
H2AJ	GeneProduct	ensembl:ENSG00000246705	""	ensembl:ENSG00000246705	ncbigene:55766	hgnc.symbol:H2AJ	uniprot:Q9BTM1;uniprot:A0A024RAS2;uniprot:H0YFX9								
TERF2	GeneProduct	ensembl:ENSG00000132604	""	ensembl:ENSG00000132604	ncbigene:7014	hgnc.symbol:TERF2	uniprot:J3KTN8;uniprot:V9GYM1;uniprot:H3BR37;uniprot:J3KSJ9;uniprot:U3KQ35;uniprot:J3KSZ6;uniprot:Q15554;uniprot:H3BR06;uniprot:H3BTA7								
H2AC18	GeneProduct	ensembl:ENSG00000288825	""	ensembl:ENSG00000288825	ncbigene:8337	hgnc.symbol:H2AC18	uniprot:Q6FI13								
H4C12	GeneProduct	ensembl:ENSG00000273542	""	ensembl:ENSG00000273542	ncbigene:8362	hgnc.symbol:H4C12	uniprot:B2R4R0;uniprot:P62805								
H2BC4	GeneProduct	ensembl:ENSG00000180596	""	ensembl:ENSG00000180596	ncbigene:8347	hgnc.symbol:H2BC4	uniprot:P62807;uniprot:B2R4S9								
H4C16	GeneProduct	ensembl:ENSG00000197837	""	ensembl:ENSG00000197837	ncbigene:121504	hgnc.symbol:H4C16	uniprot:B2R4R0;uniprot:P62805								
TERF2IP	GeneProduct	ensembl:ENSG00000166848	""	ensembl:ENSG00000166848	ncbigene:54386	hgnc.symbol:TERF2IP	uniprot:Q9NYB0;uniprot:H3BMI8;uniprot:H3BR63;uniprot:A0A590UJT3								
H4C15	GeneProduct	ensembl:ENSG00000270276	""	ensembl:ENSG00000270276	ncbigene:554313	hgnc.symbol:H4C15	uniprot:B2R4R0;uniprot:P62805								
H2AZ2	GeneProduct	ensembl:ENSG00000105968	""	ensembl:ENSG00000105968	ncbigene:94239	hgnc.symbol:H2AZ2	uniprot:C9J386;uniprot:E5RJU1;uniprot:Q71UI9;uniprot:C9J0D1								
H2AC20	GeneProduct	ensembl:ENSG00000184260	""	ensembl:ENSG00000184260	ncbigene:8338	hgnc.symbol:H2AC20	uniprot:Q16777								
H2AB1	GeneProduct	ensembl:ENSG00000274183	""	ensembl:ENSG00000274183	ncbigene:474382	hgnc.symbol:H2AB1	uniprot:P0C5Y9								
H2AZ1	GeneProduct	ensembl:ENSG00000164032	""	ensembl:ENSG00000164032	ncbigene:3015	hgnc.symbol:H2AZ1	uniprot:P0C0S5;uniprot:A0A494C189								
H2BC3	GeneProduct	ensembl:ENSG00000276410	""	ensembl:ENSG00000276410	ncbigene:3018	hgnc.symbol:H2BC3	uniprot:P33778								
ACD	GeneProduct	ensembl:ENSG00000102977	""	ensembl:ENSG00000102977	ncbigene:65057	hgnc.symbol:ACD	uniprot:A0A8Q3SHZ0;uniprot:A0A8Q3SHY4;uniprot:R4GMR6;uniprot:A0A8Q3SHY1;uniprot:R4GNJ5;uniprot:A0A8Q3WM19;uniprot:A0A8Q3SI48;uniprot:A0A8Q3WKN9;uniprot:A0A8Q3SI14;uniprot:A0A8Q3WKP5;uniprot:A0A8Q3WLR8;uniprot:R4GND4;uniprot:A0A8Q3WM11;uniprot:Q96AP0;uniprot:A0A8Q3WKP4;uniprot:A0A8Q3WKU3;uniprot:A0A8Q3WLT1;uniprot:A0A8Q3SI32;uniprot:A0A8Q3SI54								
H2BC17	GeneProduct	ensembl:ENSG00000274641	""	ensembl:ENSG00000274641	ncbigene:8348	hgnc.symbol:H2BC17	uniprot:P23527								
H2BC12L	GeneProduct	ensembl:ENSG00000234289	""	ensembl:ENSG00000234289	ncbigene:54145;ncbigene:102724334	hgnc.symbol:H2BC12L	uniprot:P57053								
H2BC9	GeneProduct	ensembl:ENSG00000275713	""	ensembl:ENSG00000275713	ncbigene:8345	hgnc.symbol:H2BC9	uniprot:Q93079								
H2AC6	GeneProduct	ensembl:ENSG00000180573	""	ensembl:ENSG00000180573	ncbigene:8334	hgnc.symbol:H2AC6	uniprot:Q93077;uniprot:A0A024R017								
H2AC7	GeneProduct	ensembl:ENSG00000196866	""	ensembl:ENSG00000196866	ncbigene:3013	hgnc.symbol:H2AC7	uniprot:P20671								
H4C14	GeneProduct	ensembl:ENSG00000270882	""	ensembl:ENSG00000270882	ncbigene:8370	hgnc.symbol:H4C14	uniprot:B2R4R0;uniprot:P62805								
H2BC26	GeneProduct	ensembl:ENSG00000196890	""	ensembl:ENSG00000196890	ncbigene:128312	hgnc.symbol:H2BC26	uniprot:Q8N257								
H2BC12	GeneProduct	ensembl:ENSG00000197903	""	ensembl:ENSG00000197903	ncbigene:85236	hgnc.symbol:H2BC12	uniprot:O60814;uniprot:A0A024RCL8								
H2BC15	GeneProduct	ensembl:ENSG00000233822	""	ensembl:ENSG00000233822	ncbigene:8341	hgnc.symbol:H2BC15	uniprot:A0A024RCJ9;uniprot:U3KQK0;uniprot:Q99877								
H2BC21	GeneProduct	ensembl:ENSG00000184678	""	ensembl:ENSG00000184678	ncbigene:8349	hgnc.symbol:H2BC21	uniprot:Q16778								
H4C11	GeneProduct	ensembl:ENSG00000197238	""	ensembl:ENSG00000197238	ncbigene:8363	hgnc.symbol:H4C11	uniprot:B2R4R0;uniprot:P62805								
