ID	Database	Citation
2058745	Pubmed	"Vasopressin and autonomic mechanisms mediate cardiovascular actions of central serotonin. Pérgola PE, Alper RH. Am J Physiol. 1991 Jun;260(6 Pt 2):R1188-93.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2058745"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2058745"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2058745"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7592771	Pubmed	"Mouse alpha 1- and beta 2-syntrophin gene structure, chromosome localization, and homology with a discs large domain. Adams ME, Dwyer TM, Dowler LL, White RA, Froehner SC. J Biol Chem. 1995 Oct 27;270(43):25859–65.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7592771"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7592771"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7592771"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7745608	Pubmed	"Positive and negative effects of nuclear receptors on transcription activation by AP-1 of the human choline acetyltransferase proximal promoter. Schmitt M, Bausero P, Simoni P, Queuche D, Geoffroy V, Marschal C, et al. J Neurosci Res. 1995 Feb 1;40(2):152–64.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7745608"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7745608"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7745608"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
7908738	Pubmed	"The Oct-2 transcription factor represses tyrosine hydroxylase expression via a heptamer TAATGARAT-like motif in the gene promoter. Dawson SJ, Yoon SO, Chikaraishi DM, Lillycrop KA, Latchman DS. Nucleic Acids Res. 1994 Mar 25;22(6):1023–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/7908738"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/7908738"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/7908738"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8841406	Pubmed	"Cloning and characterization of the 5’-upstream regulatory region of the Ca(2+)-release channel gene of cardiac sarcoplasmic reticulum. Nishida K, Otsu K, Hori M, Kuzuya T, Tada M. Eur J Biochem. 1996 Sep 1;240(2):408–15.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8841406"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8841406"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8841406"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8957963	Pubmed	"Human heat shock protein gene polymorphisms and sudden infant death syndrome. Rahim RA, Boyd PA, Ainslie Patrick WJ, Burdon RH. Arch Dis Child. 1996 Nov;75(5):451–2.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8957963"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8957963"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8957963"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9038229	Pubmed	"Tyrosine hydroxylase gene promoter activity is regulated by both cyclic AMP-responsive element and AP1 sites following calcium influx. Evidence for cyclic amp-responsive element binding protein-independent regulation. Nagamoto-Combs K, Piech KM, Best JA, Sun B, Tank AW. J Biol Chem. 1997 Feb 28;272(9):6051–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9038229"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9038229"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9038229"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9259266	Pubmed	"Genomic and mutational analysis of the mitochondrial trifunctional protein beta-subunit (HADHB) gene in patients with trifunctional protein deficiency. Orii KE, Aoyama T, Wakui K, Fukushima Y, Miyajima H, Yamaguchi S, et al. Hum Mol Genet. 1997 Aug;6(8):1215–24.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9259266"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9259266"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9259266"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9602135	Pubmed	"Winged helix hepatocyte nuclear factor 3 and POU-domain protein brn-2/N-oct-3 bind overlapping sites on the neuronal promoter of human aromatic L-amino acid decarboxylase gene. Raynal JF, Dugast C, Le Van Thaï A, Weber MJ. Brain Res Mol Brain Res. 1998 May;56(1–2):227–37.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9602135"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9602135"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9602135"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9645961	Pubmed	"CBF/NF-Y activates transcription of the human tryptophan hydroxylase gene through an inverted CCAAT box. Teerawatanasuk N, Carr LG. Brain Res Mol Brain Res. 1998 Mar 30;55(1):61–70.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9645961"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9645961"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9645961"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9676432	Pubmed	"Isolation and functional analysis of alternative promoters in the human aquaporin-4 water channel gene. Umenishi F, Verkman AS. Genomics. 1998 Jun 15;50(3):373–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9676432"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9676432"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9676432"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
