Label	Type	ID	Database	
Gad2	GeneProduct	24380	Entrez Gene
Ddc	GeneProduct	24311	Entrez Gene
Choline	Metabolite		
Epinephrine	Metabolite	HMDB0000068	HMDB
5-hydroxy-tryptophan	Metabolite		
Tph1	GeneProduct	24848	Entrez Gene
Acetylserotonin	Metabolite		
GABA	Metabolite	HMDB0000112	HMDB
Hdc	GeneProduct	24443	Entrez Gene
Dbh	GeneProduct	25699	Entrez Gene
Ddc	GeneProduct	24311	Entrez Gene
Th	GeneProduct	25085	Entrez Gene
L-DOPA	Metabolite		
Histidine	Metabolite		
PNMT	GeneProduct	24661	Entrez Gene
Dopamine	Metabolite		
ACHE	GeneProduct	83817	Entrez Gene
Acetylcholine	Metabolite		
Comt	GeneProduct	24267	Entrez Gene
Pah	GeneProduct	24616	Entrez Gene
Tyrosine	Metabolite		
Chat	GeneProduct	290567	Entrez Gene
Serotonin	Metabolite		
Aanat	GeneProduct	25120	Entrez Gene
Phenylalanine	Metabolite		
Melatonin	Metabolite	HMDB0001389	HMDB
Gad1	GeneProduct	24379	Entrez Gene
Glutamate	Metabolite		
Maoa	GeneProduct	29253	Entrez Gene
Tryptophan	Metabolite		
Asmt	GeneProduct	246281	Entrez Gene
Norepinephrine	Metabolite		
Histamine	Metabolite		
Maoa	GeneProduct	29253	Entrez Gene
Ddc	GeneProduct	24311	Entrez Gene
