Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
oleoyl-CoA	Metabolite	cas:1716-06-9	""					wikidata:Q27088172	chebi:15534	inchikey:XDUHQPOXLUAVEE-BPMMELMSSA-N	pubchem.compound:5497111	chemspider:4593689	hmdb:HMDB0001322	kegg.compound:C00510	lipidmaps:LMFA07050356
Diphosphate	Metabolite	cas:2466-09-3	""					wikidata:Q411092	chebi:29888	inchikey:XPPKVPWEQAFLFU-UHFFFAOYSA-N	pubchem.compound:1023;pubchem.compound:21961011	chemspider:996	hmdb:HMDB0000250	kegg.compound:C00013	
ATP	Metabolite	cas:56-65-5	""					wikidata:Q80863	chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N	pubchem.compound:5957	chemspider:5742	hmdb:HMDB0000538	kegg.compound:C00002	
AMP	Metabolite	cas:61-19-8	""					wikidata:Q318369	chebi:16027	inchikey:UDMBCSSLTHHNCD-KQYNXXCUSA-N	pubchem.compound:6083	chemspider:5858	hmdb:HMDB0000045	kegg.compound:C00020	
Oleate	Metabolite	cas:112-80-1	""					wikidata:Q207688	chebi:16196	inchikey:ZQPPMHVWECSIRJ-KTKRTIGZSA-N	pubchem.compound:445639	chemspider:393217	hmdb:HMDB0000207	kegg.compound:C00712	lipidmaps:LMFA01030002
H⁺	Metabolite	cas:12408-02-5	""					wikidata:Q506710	chebi:15378;chebi:24636	inchikey:GPRLSGONYQIRFK-UHFFFAOYSA-N	pubchem.compound:1038	chemspider:1010	hmdb:HMDB0059597	kegg.compound:C00080	
coenzyme-A	Metabolite	cas:85-61-0	""					wikidata:Q407635	chebi:15346	inchikey:RGJOEKWQDUBAIZ-IBOSZNHHSA-N	pubchem.compound:87642	chemspider:79067	hmdb:HMDB0001423	kegg.compound:C00010	
AT4G111030	GeneProduct	:AT4G111030	""												
Long-chain-fatty-acid-CoA ligase	GeneProduct	eccode:6.2.1.3	""												
AT4G23850	GeneProduct	:AT4G23850	""												
AT1G64400	GeneProduct	:AT1G64400	""												
