Label	Type	ID	Database	Comment
Momilactone B	Metabolite	3084979	pubchem.compound:3084979	
9-beta-primara-7,15-diene	Metabolite			
Upregulation of gene expression	Unknown			
Momilactone A	Metabolite	CHEBI:49191	chebi:49191	
Syn-copalyl Diphosphate	Metabolite			
LOC_Os04g54474 (OsTGAP1)	GeneProduct	LOC_Os04g54474	:LOC_Os04g54474	
Oryzalexin S biosynthesis	Pathway	WP2210	wikipathways:WP2210	
LOC_Os04g09900.1	GeneProduct	LOC_Os04g09900.1	:LOC_Os04g09900.1	ent-kaurene synthase, chloroplast precursor, putative, expressed//diterpene phytoalexin precursor biosynthetic process pathway//metabolic process//gibberellin metabolic process//ent-copalyl diphosphate synthase
LOC_Os04g09920	GeneProduct	LOC_Os04g09920	:LOC_Os04g09920	CYP99A3, cytochrome P450 monooxygenase 
LOC_Os04g10060.1	GeneProduct	LOC_Os04g10060.1	:LOC_Os04g10060.1	ent-kaurene synthase, chloroplast precursor, putative, expressed//metabolic process//diterpene phytoalexin metabolic process//syn-pimara-7,15-diene synthase activity//ent-kaurene synthase
Geranylgeranyl diphosphate biosynthesis II (plastidic)	Pathway	WP2211	wikipathways:WP2211	
3β-Hydroxy-9β-pimara-7,15-diene-19,6β-olide	Metabolite			
LOC_Os04g10160	GeneProduct	LOC_Os04g10160	:LOC_Os04g10160	cytochrome P450, putative, expressed
LOC_OS04G10010.1	GeneProduct	LOC_OS04G10010.1	:LOC_OS04G10010.1	sex determination protein tasselseed-2, putative, expressed//diterpene phytoalexin precursor biosynthetic process pathway//metabolic process//oxidoreductase activity
Geranylgeranyl Diphosphate	Metabolite	CHEBI:57533	chebi:57533	
Catalyst reactions	Unknown			
