Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
2,6-xylidine	Metabolite	chebi:28738	""					wikidata:Q4353533	chebi:28738	inchikey:UFFBMTHBGFGIHF-UHFFFAOYSA-N	pubchem.compound:6896	chemspider:6630	hmdb:HMDB0060677	kegg.compound:C11004	
3-hydroxymonoethylglycinexylidide	Metabolite	kegg.compound:C16572	""					wikidata:Q27149619	chebi:80575	inchikey:YITCMQBVWIHTTA-UHFFFAOYSA-N	pubchem.compound:3015693	chemspider:2283781	hmdb:HMDB0060678	kegg.compound:C16572	
glycinexylidide	Metabolite	chebi:357241	""					wikidata:Q27225735	chebi:357241	inchikey:IXYVBZOSGGJWCW-UHFFFAOYSA-N	pubchem.compound:87833	chemspider:79241	hmdb:HMDB0060679	kegg.compound:C16569	
Lidocaine	Metabolite	hmdb:HMDB0014426	""						chebi:6456	inchikey:NNJVILVZKWQKPM-UHFFFAOYSA-N	pubchem.compound:3676	chemspider:3548	hmdb:HMDB0014426	kegg.compound:C07073	
2-amino-3-methylbenzoate	Metabolite	pubchem.compound:4161142	""					wikidata:Q32039313		inchikey:WNAJXPYVTFYEST-UHFFFAOYSA-M	pubchem.compound:4161142				
monoethylglycinexylidide	Metabolite	pubchem.compound:24415	""					wikidata:Q27225703	chebi:222828	inchikey:WRMRXPASUROZGT-UHFFFAOYSA-N	pubchem.compound:24415	chemspider:22824	hmdb:HMDB0060656	kegg.compound:C16561	
3-hydroxylidocaine	Metabolite	pubchem.compound:161824	""					wikidata:Q26998316	chebi:80567	inchikey:PMGUCIDDSCRAMY-UHFFFAOYSA-N	pubchem.compound:161824	chemspider:142125	hmdb:HMDB0060655	kegg.compound:C16560	
4-hydroxy-2,6-dimethylaniline	Metabolite	chebi:55545	""					wikidata:Q27124362	chebi:55545	inchikey:GCWYXRHXGLFVFE-UHFFFAOYSA-N	pubchem.compound:76543	chemspider:69010	hmdb:HMDB0060681	kegg.compound:C16570	
CYP3A4	GeneProduct	ensembl:ENSG00000160868	""	ensembl:ENSG00000160868	ncbigene:1576	hgnc.symbol:CYP3A4	uniprot:Q6GRK0;uniprot:E7EVM8;uniprot:A0A494C0W7;uniprot:C9JBD2;uniprot:A0A499FJM4;uniprot:P08684								
CYP1A2	GeneProduct	ensembl:ENSG00000140505	""	ensembl:ENSG00000140505	ncbigene:1544	hgnc.symbol:CYP1A2	uniprot:P05177								
