Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
hippuric acid	Metabolite	hmdb:HMDB0000714							chebi:18089;chebi:18089	inchikey:QIAFMBKCNZACKA-UHFFFAOYSA-N
Coenzyme A	Metabolite	hmdb:HMDB0001423							chebi:15346;chebi:15346	inchikey:RGJOEKWQDUBAIZ-IBOSZNHHSA-N
Phosphate	Metabolite	hmdb:HMDB0001429							chebi:26078;chebi:26078	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N
Phosphate	Metabolite	hmdb:HMDB0001429							chebi:26078;chebi:26078	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N
Acetyl CoA	Metabolite	cas:72-89-9						wikidata:Q715317	chebi:15351;chebi:15351	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-N
glycine	Metabolite	hmdb:HMDB0000123							chebi:15428;chebi:15428	inchikey:DHMQDGOQFOQNFH-UHFFFAOYSA-N
ATP	Metabolite	hmdb:HMDB0000538							chebi:15422;chebi:15422	inchikey:ZKHQWZAMYRWXGA-KQYNXXCUSA-N
Benzoic acid	Metabolite	hmdb:HMDB0001870							chebi:30746;chebi:30746	inchikey:WPYMKLBDIGXBTP-UHFFFAOYSA-N
Benzoyl-CoA	Metabolite	hmdb:HMDB0002252							chebi:15515;chebi:15515	inchikey:VEVJTUNLALKRNO-TYHXJLICSA-N
AMP	Metabolite	hmdb:HMDB0000045							chebi:16027;chebi:16027	inchikey:UDMBCSSLTHHNCD-KQYNXXCUSA-N
Benzoic acid AMP ester	Metabolite	hmdb:HMDB0001870							chebi:30746;chebi:30746	inchikey:WPYMKLBDIGXBTP-UHFFFAOYSA-N
GLYAT	GeneProduct	ensembl:ENSBTAG00000038323	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000149124	ensembl:ENSBTAG00000038323	ncbigene:281787		uniprot:F1MTZ7;uniprot:A0A3Q1MPE2			
GLYATL2	GeneProduct	ensembl:ENSBTAG00000030847	HomologyConvert: Homo sapiens to Bos taurus: Original ID = En:ENSG00000156689	ensembl:ENSBTAG00000030847	ncbigene:515352		uniprot:G3MXQ9;uniprot:E1B7T8			
ACSS2	GeneProduct	ensembl:ENSBTAG00000013303	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:55902	ensembl:ENSBTAG00000013303	ncbigene:506459		uniprot:A7YWF1;uniprot:A0A3Q1MB37			
