Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Epinephrine	Metabolite	hmdb:HMDB00068	""					wikidata:Q132621	chebi:28918	inchikey:UCTWMZQNUQWSLP-VIFPVBQESA-N	pubchem.compound:139148732;pubchem.compound:5816	chemspider:5611	hmdb:HMDB0000068	kegg.compound:C00788	
Dopamine	Metabolite	hmdb:HMDB00073	""					wikidata:Q170304	chebi:18243	inchikey:VYFYYTLLBUKUHU-UHFFFAOYSA-N	pubchem.compound:681	chemspider:661	hmdb:HMDB0000073	kegg.compound:C03758	
Tyrosine	Metabolite	chebi:17895	""					wikidata:Q188017;wikidata:Q106345477	chebi:58315;chebi:17895	inchikey:OUYCCCASQSFEME-QMMMGPOBSA-N	pubchem.compound:6057;pubchem.compound:6942100	chemspider:5833	hmdb:HMDB0000158	kegg.compound:C00082	
Norepinephrine	Metabolite	hmdb:HMDB00216	""					wikidata:Q186242	chebi:18357	inchikey:SFLSHLFXELFNJZ-QMMMGPOBSA-N	pubchem.compound:439260	chemspider:388394	hmdb:HMDB0000216	kegg.compound:C00547	
Histidine	Metabolite	hmdb:HMDB00177	""					wikidata:Q485277;wikidata:Q106345670	chebi:57595;chebi:15971	inchikey:HNDVDQJCIGZPNO-YFKPBYRVSA-N	pubchem.compound:6274	chemspider:6038	hmdb:HMDB0000177	kegg.compound:C00135	
GABA	Metabolite	chebi:16865	""					wikidata:Q106345483;wikidata:Q210021	chebi:16865;chebi:59888	inchikey:BTCSSZJGUNDROE-UHFFFAOYSA-N	pubchem.compound:6992099;pubchem.compound:119	chemspider:116	hmdb:HMDB0000112	kegg.compound:C00334	lipidmaps:LMFA01100039
Phenylalanine	Metabolite	chebi:17295	""					wikidata:Q72440822;wikidata:Q170545;wikidata:Q106345467	chebi:58095;chebi:17295	inchikey:COLNVLDHVKWLRT-QMMMGPOBSA-N	pubchem.compound:6140;pubchem.compound:6925665	chemspider:5910	hmdb:HMDB0000159	kegg.compound:C00079	
Glutamate	Metabolite	chebi:14321	""					wikidata:Q27108980	chebi:14321	inchikey:WHUUTDBJXJRKMK-UHFFFAOYSA-M	pubchem.compound:4452358;pubchem.compound:4179667;pubchem.compound:4525487	chemspider:3390755			
Choline	Metabolite	hmdb:HMDB00097	""					wikidata:Q193166	chebi:15354	inchikey:OEYIOHPDSNJKLS-UHFFFAOYSA-N	pubchem.compound:305	chemspider:299	hmdb:HMDB0000097	kegg.compound:C00114	
Acetylserotonin	Metabolite	hmdb:HMDB01238	""					wikidata:Q4847704	chebi:17697	inchikey:MVAWJSIDNICKHF-UHFFFAOYSA-N	pubchem.compound:903	chemspider:879	hmdb:HMDB0001238	kegg.compound:C00978	
Histamine	Metabolite	hmdb:HMDB00870	""					wikidata:Q61233	chebi:18295	inchikey:NTYJJOPFIAHURM-UHFFFAOYSA-N	pubchem.compound:774	chemspider:753	hmdb:HMDB0000870	kegg.compound:C00388	
L-Dopa	Metabolite	hmdb:HMDB00181	""					wikidata:Q106345614;wikidata:Q300989	chebi:15765;chebi:57504	inchikey:WTDRDQBEARUVNC-LURJTMIESA-N	pubchem.compound:6047;pubchem.compound:6971033	chemspider:5824	hmdb:HMDB0000181	kegg.compound:C00355	
