Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
BCAR1	GeneProduct	ensembl:ENSG00000050820		ensembl:ENSG00000050820	ncbigene:9564	hgnc.symbol:BCAR1	uniprot:P56945;uniprot:H3BVF0;uniprot:H3BSB2;uniprot:H3BU42;uniprot:H3BTB0;uniprot:H3BTL5;uniprot:H3BQJ7;uniprot:H3BSY4;uniprot:F5H855;uniprot:H3BN62			
EDNRA	GeneProduct	ensembl:ENSG00000151617		ensembl:ENSG00000151617	ncbigene:1909	hgnc.symbol:EDNRA	uniprot:P25101			
FN1	GeneProduct	ensembl:ENSG00000115414		ensembl:ENSG00000115414	ncbigene:2335	hgnc.symbol:FN1	uniprot:H0Y7Z1;uniprot:H0Y4K8;uniprot:P02751			
SPARC	GeneProduct	ensembl:ENSG00000113140		ensembl:ENSG00000113140	ncbigene:6678	hgnc.symbol:SPARC	uniprot:F5GY03;uniprot:F5H4E2;uniprot:E5RK62;uniprot:E5RJA5;uniprot:P09486			
THBS2	GeneProduct	ensembl:ENSG00000186340		ensembl:ENSG00000186340	ncbigene:7058	hgnc.symbol:THBS2	uniprot:A0A7I2V585;uniprot:P35442;uniprot:A0A7I2V344;uniprot:Q5RI53;uniprot:A0A3B3ITK0;uniprot:A0A7I2YQ86;uniprot:A0A7I2YQT6			
GPC6	GeneProduct	ensembl:ENSG00000183098		ensembl:ENSG00000183098	ncbigene:10082	hgnc.symbol:GPC6	uniprot:A0A087WT82;uniprot:Q9Y625			
COL1A1	GeneProduct	ensembl:ENSG00000108821		ensembl:ENSG00000108821	ncbigene:1277	hgnc.symbol:COL1A1	uniprot:I3L3H7;uniprot:P02452			
COL3A1	GeneProduct	ensembl:ENSG00000168542		ensembl:ENSG00000168542	ncbigene:1281	hgnc.symbol:COL3A1	uniprot:H7C435;uniprot:P02461			
COL5A1	GeneProduct	ensembl:ENSG00000130635		ensembl:ENSG00000130635	ncbigene:1289	hgnc.symbol:COL5A1	uniprot:H7BY82;uniprot:A0A024R8E5;uniprot:P20908			
PBX3	GeneProduct	ensembl:ENSG00000167081		ensembl:ENSG00000167081	ncbigene:5090	hgnc.symbol:PBX3	uniprot:H3BLX0;uniprot:P40426;uniprot:H0Y5D0;uniprot:Q5JS98;uniprot:U3KQA2			
TWIST1	GeneProduct	ensembl:ENSG00000122691		ensembl:ENSG00000122691	ncbigene:7291	hgnc.symbol:TWIST1	uniprot:H7BY00;uniprot:H7C4D7;uniprot:Q15672			
SNAI2	GeneProduct	ensembl:ENSG00000019549		ensembl:ENSG00000019549	ncbigene:6591	hgnc.symbol:SNAI2	uniprot:A0A1X7SC17;uniprot:O43623			
YAP1	GeneProduct	ensembl:ENSG00000137693		ensembl:ENSG00000137693	ncbigene:10413	hgnc.symbol:YAP1	uniprot:H0YCI3;uniprot:P46937;uniprot:A0A024R3E4			
MIR509-3	GeneProduct	hgnc.symbol:MIR509-3		ensembl:ENSG00000212014	ncbigene:100126337	hgnc.symbol:MIR509-3				
YAP1	GeneProduct	ensembl:ENSG00000137693		ensembl:ENSG00000137693	ncbigene:10413	hgnc.symbol:YAP1	uniprot:H0YCI3;uniprot:P46937;uniprot:A0A024R3E4			
TEAD1	GeneProduct	ensembl:ENSG00000187079		ensembl:ENSG00000187079	ncbigene:7003	hgnc.symbol:TEAD1	uniprot:H0YCZ6;uniprot:E9PKB7;uniprot:H0YE88;uniprot:P28347;uniprot:H0YEJ9			
TEAD2	GeneProduct	ensembl:ENSG00000074219		ensembl:ENSG00000074219	ncbigene:8463	hgnc.symbol:TEAD2	uniprot:M0R1A5;uniprot:M0R290;uniprot:A0A024QZE2;uniprot:Q15562			
TEAD3	GeneProduct	ensembl:ENSG00000007866		ensembl:ENSG00000007866	ncbigene:7005	hgnc.symbol:TEAD3	uniprot:Q99594;uniprot:B5MCM0;uniprot:A0A1X7SBS4			
TEAD4	GeneProduct	ensembl:ENSG00000197905		ensembl:ENSG00000197905	ncbigene:7004	hgnc.symbol:TEAD4	uniprot:H0YFK0;uniprot:A0A0A0MRF3;uniprot:H0YGS2;uniprot:H0YFF9;uniprot:H0YG62;uniprot:Q15561;uniprot:Q53GI4;uniprot:H0Y7B0			
