ID	Database	Citation
12004135	Pubmed	"A complex with chromatin modifiers that occupies E2F- and Myc-responsive genes in G0 cells. Ogawa H, Ishiguro KI, Gaubatz S, Livingston DM, Nakatani Y. Science. 2002 May 10;296(5570):1132–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12004135"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12004135"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12004135"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12482968	Pubmed	"Activating signal cointegrator 2 belongs to a novel steady-state complex that contains a subset of trithorax group proteins. Goo YH, Sohn YC, Kim DH, Kim SW, Kang MJ, Jung DJ, et al. Mol Cell Biol. 2003 Jan;23(1):140–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12482968"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12482968"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12482968"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17500065	Pubmed	"PTIP associates with MLL3- and MLL4-containing histone H3 lysine 4 methyltransferase complex. Cho YW, Hong T, Hong S, Guo H, Yu H, Kim D, et al. J Biol Chem. 2007 Jul 13;282(28):20395–406.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17500065"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17500065"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17500065"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
19264732	Pubmed	"Further clinical and molecular delineation of the 9q subtelomeric deletion syndrome supports a major contribution of EHMT1 haploinsufficiency to the core phenotype. Kleefstra T, van Zelst-Stams WA, Nillesen WM, Cormier-Daire V, Houge G, Foulds N, et al. J Med Genet. 2009 Sep;46(9):598–606.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19264732"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/19264732"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/19264732"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20434463	Pubmed	"Adding a lysine mimic in the design of potent inhibitors of histone lysine methyltransferases. Chang Y, Ganesh T, Horton JR, Spannhoff A, Liu J, Sun A, et al. J Mol Biol. 2010 Jul 2;400(1):1–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20434463"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20434463"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20434463"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22266653	Pubmed	"The plasticity of WDR5 peptide-binding cleft enables the binding of the SET1 family of histone methyltransferases. Zhang P, Lee H, Brunzelle JS, Couture JF. Nucleic Acids Res. 2012 May;40(9):4237–46.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22266653"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22266653"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22266653"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22726846	Pubmed	"Disruption of an EHMT1-associated chromatin-modification module causes intellectual disability. Kleefstra T, Kramer JM, Neveling K, Willemsen MH, Koemans TS, Vissers LELM, et al. Am J Hum Genet. 2012 Jul 13;91(1):73–82.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22726846"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22726846"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22726846"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23508102	Pubmed	"Quantitative dissection and stoichiometry determination of the human SET1/MLL histone methyltransferase complexes. van Nuland R, Smits AH, Pallaki P, Jansen PWTC, Vermeulen M, Timmers HTM. Mol Cell Biol. 2013 May;33(10):2067–77.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23508102"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23508102"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23508102"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24634419	Pubmed	"MBD5 and MBD6 interact with the human PR-DUB complex through their methyl-CpG-binding domain. Baymaz HI, Fournier A, Laget S, Ji Z, Jansen PWTC, Smits AH, et al. Proteomics. 2014 Oct;14(19):2179–89.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24634419"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24634419"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24634419"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25561738	Pubmed	"Biochemical reconstitution and phylogenetic comparison of human SET1 family core complexes involved in histone methylation. Shinsky SA, Monteith KE, Viggiano S, Cosgrove MS. J Biol Chem. 2015 Mar 6;290(10):6361–75.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25561738"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25561738"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25561738"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
31804488	Pubmed	"Cryo-EM structure of the human MLL1 core complex bound to the nucleosome. Park SH, Ayoub A, Lee YT, Xu J, Kim H, Zheng W, et al. Nat Commun. 2019 Dec 5;10(1):5540.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/31804488"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/31804488"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/31804488"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
