ID	Database	Citation
12881722	Pubmed	"Huntingtin interacts with REST/NRSF to modulate the transcription of NRSE-controlled neuronal genes. Zuccato C, Tartari M, Crotti A, Goffredo D, Valenza M, Conti L, et al. Nat Genet. 2003 Sep;35(1):76–83.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12881722"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12881722"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12881722"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
19262167	Pubmed	"Huntingtin associated protein 1 and its functions. Wu LL yan, Zhou XF. Cell Adh Migr. 2009;3(1):71–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19262167"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/19262167"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/19262167"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
22334892	Pubmed	"A novel target for Huntington’s disease: ERK at the crossroads of signaling. The ERK signaling pathway is implicated in Huntington’s disease and its upregulation ameliorates pathology. Bodai L, Marsh JL. Bioessays. 2012 Feb;34(2):142–8.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/22334892"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/22334892"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/22334892"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23949221	Pubmed	"Defining the role of the Bcl-2 family proteins in Huntington’s disease. Sassone J, Maraschi A, Sassone F, Silani V, Ciammola A. Cell Death Dis. 2013 Aug 15;4(8):e772.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23949221"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23949221"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23949221"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
24525128	Pubmed	"Study of cholesterol metabolism in Huntington’s disease. Leoni V, Caccia C. Biochem Biophys Res Commun. 2014 Apr 11;446(3):697–701.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/24525128"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/24525128"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/24525128"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
25954194	Pubmed	"Long-chain omega-3 fatty acids and the brain: a review of the independent and shared effects of EPA, DPA and DHA. Dyall SC. Front Aging Neurosci. 2015 Apr 21;7:52.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/25954194"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/25954194"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/25954194"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
27559163	Pubmed	"Mutant Huntingtin Impairs BDNF Release from Astrocytes by Disrupting Conversion of Rab3a-GTP into Rab3a-GDP. Hong Y, Zhao T, Li XJ, Li S. J Neurosci. 2016 Aug 24;36(34):8790–801.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/27559163"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/27559163"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/27559163"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
29990625	Pubmed	"Targeting mTORs by omega-3 fatty acids: A possible novel therapeutic strategy for neurodegeneration? Shirooie S, Nabavi SF, Dehpour AR, Belwal T, Habtemariam S, Argüelles S, et al. Pharmacol Res. 2018 Sep;135:37–48.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/29990625"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/29990625"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/29990625"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
30518638	Pubmed	"Insights into GABAAergic system alteration in Huntington’s disease. Hsu YT, Chang YG, Chern Y. Open Biol. 2018 Dec 5;8(12):180165.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/30518638"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/30518638"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/30518638"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
35740453	Pubmed	"Molecular Pathophysiological Mechanisms in Huntington’s Disease. Jurcau A. Biomedicines. 2022 Jun 17;10(6):1432.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/35740453"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/35740453"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/35740453"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
