Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
MTDH	GeneProduct	ensembl:ENSBTAG00000003098	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:92140	ensembl:ENSBTAG00000003098	ncbigene:509788		uniprot:Q24JZ4;uniprot:A0A3Q1LV65;uniprot:A0A3Q1MQI0			
CD48	GeneProduct	ensembl:ENSBTAG00000011238	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:962	ensembl:ENSBTAG00000011238	ncbigene:508386		uniprot:Q2KHZ6			
LMNB2	GeneProduct	ensembl:ENSBTAG00000013624	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:84823	ensembl:ENSBTAG00000013624	ncbigene:516326		uniprot:F1MJI7			
UBE2C	GeneProduct	ensembl:ENSBTAG00000016746	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:11065	ensembl:ENSBTAG00000016746	ncbigene:506962		uniprot:Q32PA5;uniprot:A0A452DIT5;uniprot:A0A3Q1MS09			
COL9A3	GeneProduct	ensembl:ENSBTAG00000015581	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1299	ensembl:ENSBTAG00000015581			uniprot:F6R9Y9			
PLAC8	GeneProduct	ensembl:ENSBTAG00000031750	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:51316	ensembl:ENSBTAG00000031750	ncbigene:767910		uniprot:A0A3Q1M2C0;uniprot:Q3ZCB2			
TP53	GeneProduct	ensembl:ENSBTAG00000001069	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:7157	ensembl:ENSBTAG00000001069	ncbigene:281542		uniprot:P67939;uniprot:F1SY23			
COL9A1	GeneProduct	ensembl:ENSBTAG00000035054	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:1297	ensembl:ENSBTAG00000035054			uniprot:F1MND9			
UBE2T	GeneProduct	ensembl:ENSBTAG00000004790	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:29089	ensembl:ENSBTAG00000004790	ncbigene:505314		uniprot:A0A452DI09;uniprot:A0A3Q1MQ26			
RNF144B	GeneProduct	ensembl:ENSBTAG00000009055	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:255488	ensembl:ENSBTAG00000009055	ncbigene:524166		uniprot:F1MXN0;uniprot:A0A3Q1MLH2			
FANCI	GeneProduct	ensembl:ENSBTAG00000009097	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:55215	ensembl:ENSBTAG00000009097	ncbigene:522442		uniprot:A0A3Q1LQU5;uniprot:A0A3Q1LWA9;uniprot:E1BDI4			
SNRPN	GeneProduct	ensembl:ENSBTAG00000008251	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:8926	ensembl:ENSBTAG00000008251	ncbigene:780877		uniprot:A0A3Q1MFZ6;uniprot:Q17QN3			
RAD17	GeneProduct	ensembl:ENSBTAG00000002073	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5884	ensembl:ENSBTAG00000002073	ncbigene:513600		uniprot:A6QNK6			
DSCC1	GeneProduct	ensembl:ENSBTAG00000015338	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:79075	ensembl:ENSBTAG00000015338	ncbigene:509563		uniprot:F1MTU0			
RFC3	GeneProduct	ensembl:ENSBTAG00000010787	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:5983	ensembl:ENSBTAG00000010787	ncbigene:515602		uniprot:Q2TBV1			
CHTF18	GeneProduct	ensembl:ENSBTAG00000019743	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:63922	ensembl:ENSBTAG00000019743	ncbigene:517007		uniprot:E1B8Q4;uniprot:M5FKI2			
TOP2A	GeneProduct	ensembl:ENSBTAG00000019262	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:7153	ensembl:ENSBTAG00000019262	ncbigene:787696		uniprot:F1MDU7			
LBR	GeneProduct	ensembl:ENSBTAG00000008453	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:3930	ensembl:ENSBTAG00000008453	ncbigene:509348		uniprot:A6QQV8			
OTUD5	GeneProduct	ensembl:ENSBTAG00000004600	HomologyConvert: Homo sapiens to Bos taurus: Original ID = L:55593	ensembl:ENSBTAG00000004600	ncbigene:539145		uniprot:E1BFW9			
