ID	Database	Citation
8128486	Pubmed	"The mammalian flavin-containing monooxygenases: molecular characterization and regulation of expression. Hines RN, Cashman JR, Philpot RM, Williams DE, Ziegler DM. Toxicol Appl Pharmacol. 1994 Mar;125(1):1–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8128486"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8128486"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8128486"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8557660	Pubmed	"Mammalian AMP-activated protein kinase subfamily. Stapleton D, Mitchelhill KI, Gao G, Widmer J, Michell BJ, Teh T, et al. J Biol Chem. 1996 Jan 12;271(2):611–4.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8557660"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8557660"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8557660"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9707407	Pubmed	"The gap junction protein connexin43 interacts with the second PDZ domain of the zona occludens-1 protein. Giepmans BN, Moolenaar WH. Curr Biol. 1998;8(16):931–4.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9707407"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9707407"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9707407"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9792688	Pubmed	"The tight junction protein ZO-1 establishes a link between the transmembrane protein occludin and the actin cytoskeleton. Fanning AS, Jameson BJ, Jesaitis LA, Anderson JM. J Biol Chem. 1998 Nov 6;273(45):29745–53.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9792688"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9792688"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9792688"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10026224	Pubmed	"Characterization of ZO-2 as a MAGUK family member associated with tight as well as adherens junctions with a binding affinity to occludin and alpha catenin. Itoh M, Morita K, Tsukita S. J Biol Chem. 1999 Feb 26;274(9):5981–6.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10026224"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10026224"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10026224"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10334923	Pubmed	"In vivo interaction of AF-6 with activated Ras and ZO-1. Yamamoto T, Harada N, Kawano Y, Taya S, Kaibuchi K. Biochem Biophys Res Commun. 1999 May 27;259(1):103–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10334923"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10334923"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10334923"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10506173	Pubmed	"Isolation of a cDNA encoding human lysophosphatidic acid phosphatase that is involved in the regulation of mitochondrial lipid biosynthesis. Hiroyama M, Takenawa T. J Biol Chem. 1999 Oct 8;274(41):29172–80.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10506173"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10506173"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10506173"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10575001	Pubmed	"Protein interactions at the tight junction. Actin has multiple binding partners, and ZO-1 forms independent complexes with ZO-2 and ZO-3. Wittchen ES, Haskins J, Stevenson BR. J Biol Chem. 1999 Dec 3;274(49):35179–85.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10575001"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10575001"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10575001"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10856295	Pubmed	"Junctional adhesion molecule interacts with the PDZ domain-containing proteins AF-6 and ZO-1. Ebnet K, Schulz CU, Meyer Zu Brickwedde MK, Pendl GG, Vestweber D. J Biol Chem. 2000 Sep 8;275(36):27979–88.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10856295"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10856295"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10856295"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12169098	Pubmed	"Tyrosine phosphorylation and dissociation of occludin-ZO-1 and E-cadherin-beta-catenin complexes from the cytoskeleton by oxidative stress. Rao RK, Basuroy S, Rao VU, Karnaky KJ Jr, Gupta A. Biochem J. 2002 Dec 1;368(Pt 2):471–81.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12169098"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12169098"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12169098"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
