Label	Type	ID	Database	
wnt1	GeneProduct	ENSDARG00000055554	Ensembl
wnt2	GeneProduct	30127	Entrez Gene
wnt2b	GeneProduct	ENSDARG00000005050	Ensembl
wnt3l	GeneProduct	ENSDARG00000058822	Ensembl
wnt4a	GeneProduct	ENSDARG00000071208	Ensembl
wnt4b	GeneProduct	ENSDARG00000040159	Ensembl
wnt5b	GeneProduct	30105	Entrez Gene
wnt7	GeneProduct	60633	Entrez Gene
wnt7a	GeneProduct	565714	Entrez Gene
wnt8a	GeneProduct	30122	Entrez Gene
wnt8b	GeneProduct	30144	Entrez Gene
wnt10a	GeneProduct	ENSDARG00000017155	Ensembl
wnt10b	GeneProduct	ENSDARG00000040925	Ensembl
wnt11	GeneProduct	30139	Entrez Gene
wnt11r	GeneProduct	ENSDARG00000014796	Ensembl
wnt16	GeneProduct	791563	Entrez Gene
wif1	GeneProduct	30476	Entrez Gene
frzb	GeneProduct	30119	Entrez Gene
fz12	GeneProduct	30275	Entrez Gene
fzd1	GeneProduct	30365	Entrez Gene
fzd2	GeneProduct	30370	Entrez Gene
fzd3	GeneProduct	30371	Entrez Gene
fzd4	GeneProduct	30363	Entrez Gene
fzd7a	GeneProduct	ENSDARG00000060004	Ensembl
fzd7b	GeneProduct	30412	Entrez Gene
fzd8a	GeneProduct	58073	Entrez Gene
rfzd8b	GeneProduct	58072	Entrez Gene
fzd8c	GeneProduct	30364	Entrez Gene
fzd9	GeneProduct	58023	Entrez Gene
fzd10	GeneProduct	30366	Entrez Gene
sfzd1	GeneProduct	402843	Entrez Gene
sfzd5	GeneProduct	117510	Entrez Gene
tcl	GeneProduct	386615	Entrez Gene
APC	GeneProduct	386762	Entrez Gene
tcf4	GeneProduct	30510	Entrez Gene
lef	GeneProduct	ENSDARG00000031894	Ensembl
catenin-beta 1	GeneProduct	30265	Entrez Gene
dact2 / drapper	GeneProduct	337795	Entrez Gene
icat	GeneProduct	58117	Entrez Gene
axin1	GeneProduct	57931	Entrez Gene
axin2	GeneProduct	58080	Entrez Gene
dvl2	GeneProduct	323630	Entrez Gene
dvl3	GeneProduct	80972	Entrez Gene
gsk3b	GeneProduct	30654	Entrez Gene
groucho1	GeneProduct	100007463	Entrez Gene
groucho2	GeneProduct	30206	Entrez Gene
