Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Flutamide	Metabolite	pubchem.compound:3397	""					wikidata:Q418669	chebi:5132	inchikey:MKXKFYHWDHIYRV-UHFFFAOYSA-N	pubchem.compound:3397	chemspider:3280	hmdb:HMDB0014642	kegg.compound:C07653	
Lithium Chloride	Metabolite	pubchem.compound:433294	""					wikidata:Q422930	chebi:48607	inchikey:KWGKDLIKAYFUFQ-UHFFFAOYSA-M	pubchem.compound:433294	chemspider:22449			
Dihydrotestosterone	Metabolite	hmdb:HMDB0002961	""						chebi:16330	inchikey:NVKAWKQGWWIWPM-ABEVXSGRSA-N	pubchem.compound:10635	chemspider:10189	hmdb:HMDB0002961	kegg.compound:C03917	
Hydroxyurea	Metabolite	pubchem.compound:3657	""					wikidata:Q212272	chebi:44423	inchikey:VSNHCAURESNICA-UHFFFAOYSA-N	pubchem.compound:3657	chemspider:3530	hmdb:HMDB0015140	kegg.compound:C07044	
Penicillin G	Metabolite	chemspider:5693	""					wikidata:Q258450	chebi:18208	inchikey:JGSARLDLIJGVTE-MBNYWOFBSA-N	pubchem.compound:5904	chemspider:5693	hmdb:HMDB0015186	kegg.compound:C05551	
Ampicillin	Metabolite	pubchem.compound:6249	""					wikidata:Q244150	chebi:28971	inchikey:AVKUERGKIZMTKX-NJBDSQKTSA-N	pubchem.compound:6249;pubchem.compound:7048611	chemspider:6013	hmdb:HMDB0014559	kegg.compound:C06574	
Raloxifene	Metabolite	chemspider:4859	""					wikidata:Q425223	chebi:8772	inchikey:GZUITABIAKMVPG-UHFFFAOYSA-N	pubchem.compound:5035	chemspider:4859	hmdb:HMDB0014624	kegg.compound:C07228	
Cycloheximide	Metabolite	pubchem.compound:6197	""					wikidata:Q412895	chebi:27641	inchikey:YPHMISFOHDHNIV-FSZOTQKASA-N	pubchem.compound:6197	chemspider:5962			
Plicamycin	Metabolite	pubchem.compound:457831	""					wikidata:Q26998354		inchikey:CFCUWKMKBJTWLW-BGLFSJPPSA-N	pubchem.compound:457831	chemspider:402927			
Anastrozole	Metabolite	chemspider:2102	""					wikidata:Q419143	chebi:2704	inchikey:YBBLVLTVTVSKRW-UHFFFAOYSA-N	pubchem.compound:2187	chemspider:2102	hmdb:HMDB0015348	kegg.compound:C08159	
Hydrocortisone	Metabolite	wikidata:Q26981430	""												
Testosterone	Metabolite	chemspider:5791	""					wikidata:Q1318776	chebi:17347	inchikey:MUMGGOZAMZWBJJ-DYKIIFRCSA-N	pubchem.compound:6013	chemspider:5791	hmdb:HMDB0000234	kegg.compound:C00535	lipidmaps:LMST02020002
Donepezil	Metabolite	pubchem.compound:3152	""					wikidata:Q415081	chebi:145499;chebi:53289	inchikey:ADEBPBSSDYVVLD-UHFFFAOYSA-N	pubchem.compound:3152	chemspider:3040	hmdb:HMDB0005041		
Letrozole	Metabolite	chemspider:3765	""					wikidata:Q194974	chebi:6413	inchikey:HPJKCIUCZWXJDR-UHFFFAOYSA-N	pubchem.compound:3902	chemspider:3765	hmdb:HMDB0015141	kegg.compound:C08163	
Dexamethasone	Metabolite	pubchem.compound:5743	""					wikidata:Q422252	chebi:41879	inchikey:UREBDLICKHMUKA-CXSFZGCWSA-N	pubchem.compound:5743	chemspider:5541	hmdb:HMDB0015364	kegg.compound:C15643	
Tamoxifen	Metabolite	pubchem.compound:2733526	""					wikidata:Q412178	chebi:41774	inchikey:NKANXQFJJICGDU-QPLCGJKRSA-N	pubchem.compound:2733526	chemspider:2015313	hmdb:HMDB0014813	kegg.compound:C07108	
Nocodazole	Metabolite	pubchem.compound:4122	""					wikidata:Q2506092	chebi:34892	inchikey:KYRVNWMVYQXFEU-UHFFFAOYSA-N	pubchem.compound:4122	chemspider:3979	hmdb:HMDB0255688	kegg.compound:C13719	
