Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
CD34	GeneProduct	hgnc.symbol:CD34	"CD34(+) cell present in the endometrium or decidua"	ensembl:ENSG00000174059	ncbigene:947	hgnc.symbol:CD34	uniprot:Q5JTA5;uniprot:P28906								
HLA-C	Protein	uniprot:P10321	""	ensembl:ENSG00000204525	ncbigene:3107	hgnc.symbol:HLA-C	uniprot:F8W9Z8;uniprot:Q6R739;uniprot:A2AEA2;uniprot:A0A140T9E1;uniprot:P10321								
GM-CSF	Protein	uniprot:P04141	"Supports trophoblast growth and vascular remodeling enhancing placentation</br>Transcriptome profiling via microarray  "	ensembl:ENSG00000164400	ncbigene:1437	hgnc.symbol:CSF2	uniprot:P04141								
DAG	Protein	uniprot:P17252	""	ensembl:ENSG00000154229	ncbigene:5578	hgnc.symbol:PRKCA	uniprot:J3KN97;uniprot:L7RSM7;uniprot:P17252;uniprot:J3KRN5								
SLP-76	Protein	uniprot:Q13094	""	ensembl:ENSG00000043462	ncbigene:3937	hgnc.symbol:LCP2	uniprot:Q13094;uniprot:E7ESF6;uniprot:E5RKA2								
IFN-γ	Protein	uniprot:P01579	"Robustly produced following activating KIR engagement. </br>IFN-γ inhibits trophoblast invasion by inducing apoptosis and suppressing protease activity</br>Transcriptome profiling via microarray  "	ensembl:ENSG00000111537	ncbigene:3458	hgnc.symbol:IFNG	uniprot:A0A7R8GUN6;uniprot:P01579								
Syk	Protein	uniprot:P43405	""	ensembl:ENSG00000165025	ncbigene:6850	hgnc.symbol:SYK	uniprot:P43405;uniprot:A0A024R273;uniprot:A0A024R244								
Ras	Protein	uniprot:P01112	""	ensembl:ENSG00000174775	ncbigene:3265	hgnc.symbol:HRAS	uniprot:P01112;uniprot:A0A804HKM6;uniprot:X5D945;uniprot:A0A804HJ06;uniprot:A0A8C8MQR2								
PLC-γ1	Protein	uniprot:P19174	""	ensembl:ENSG00000124181	ncbigene:5335	hgnc.symbol:PLCG1	uniprot:P19174;uniprot:V9GY71;uniprot:V9GY63;uniprot:V9GYH5;uniprot:M0QX77;uniprot:A0A0D9SEK2								
VAV1	Protein	uniprot:P15498	""	ensembl:ENSG00000141968	ncbigene:7409	hgnc.symbol:VAV1	uniprot:Q96D37;uniprot:P15498;uniprot:F5H5P4;uniprot:A0A0A0MR07								
