Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Glutathione 	Metabolite	chebi:16856						wikidata:Q116907	chebi:16856;chebi:16856	inchikey:RWSXRVCMGQZWBV-WDSKDSINSA-N
Nanoparticle	Metabolite	chebi:50803						wikidata:Q61231	chebi:50803;chebi:50803	
Prostaglandin 	Metabolite	chebi:26333						wikidata:Q209717	chebi:26333;chebi:26333	
AKT	GeneProduct	ensembl:ENSG00000117020		ensembl:ENSG00000117020	ncbigene:10000	hgnc.symbol:AKT3	uniprot:A0A5F9ZHU3;uniprot:Q9Y243;uniprot:A0A5F9ZHA9;uniprot:A0A5F9ZGY0;uniprot:A0A5F9ZGZ4;uniprot:A0A5K1VW74			
ferritin	GeneProduct	pfam:PF00210								
C-reactive protein	GeneProduct	ensembl:ENSG00000132693		ensembl:ENSG00000132693	ncbigene:1401	hgnc.symbol:CRP	uniprot:P02741;uniprot:Q5VVP7;uniprot:C9JRE9			
COX2 (PTGS2)	GeneProduct	ensembl:ENSG00000073756		ensembl:ENSG00000073756	ncbigene:5743	hgnc.symbol:PTGS2	uniprot:P35354;uniprot:Q6ZYK7			
PI3K	GeneProduct	ensembl:ENSG00000171608		ensembl:ENSG00000171608	ncbigene:5293	hgnc.symbol:PIK3CD	uniprot:F8W9P4;uniprot:O00329;uniprot:A0A2K8FKV1			
Integrin	GeneProduct	ensembl:ENSG00000156886		ensembl:ENSG00000156886	ncbigene:3681	hgnc.symbol:ITGAD	uniprot:Q13349			
HMOX1	GeneProduct	ensembl:ENSG00000100292		ensembl:ENSG00000100292	ncbigene:3162	hgnc.symbol:HMOX1	uniprot:A0A7I2V277;uniprot:Q6FH11;uniprot:A0A7I2V3M0;uniprot:A0A7I2YQL9;uniprot:P09601;uniprot:A0A7I2V3I1;uniprot:B1AHA8			
