ID	Database	Citation
2758233	Pubmed	"Ketamine-induced relaxation in intact and skinned smooth muscles of the rabbit ear artery. Kanmura Y, Yoshitake J, Casteels R. Br J Pharmacol. 1989 Jun;97(2):591–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2758233"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/2758233"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/2758233"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8079174	Pubmed	"Activation of the sphingomyelin cycle through the low-affinity neurotrophin receptor. Dobrowsky RT, Werner MH, Castellino AM, Chao MV, Hannun YA. Science. 1994 Sep 9;265(5178):1596–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8079174"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8079174"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8079174"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
8670834	Pubmed	"A splice variant of the neurotrophin receptor trkB with increased specificity for brain-derived neurotrophic factor. Strohmaier C, Carter BD, Urfer R, Barde YA, Dechant G. EMBO J. 1996 Jul 1;15(13):3332–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/8670834"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/8670834"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/8670834"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9346240	Pubmed	"Akt phosphorylation of BAD couples survival signals to the cell-intrinsic death machinery. Datta SR, Dudek H, Tao X, Masters S, Fu H, Gotoh Y, et al. Cell. 1997 Oct 17;91(2):231–41.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9346240"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9346240"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9346240"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9374521	Pubmed	"Insulin receptor substrate (IRS)-1 and IRS-2 are tyrosine-phosphorylated and associated with phosphatidylinositol 3-kinase in response to brain-derived neurotrophic factor in cultured cerebral cortical neurons. Yamada M, Ohnishi H, Sano S i, Nakatani A, Ikeuchi T, Hatanaka H. J Biol Chem. 1997 Nov 28;272(48):30334–9.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9374521"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9374521"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9374521"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
9856458	Pubmed	"Identification and characterization of novel substrates of Trk receptors in developing neurons. Qian X, Riccio A, Zhang Y, Ginty DD. Neuron. 1998 Nov;21(5):1017–29.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9856458"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/9856458"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/9856458"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10092678	Pubmed	"The signaling adapter FRS-2 competes with Shc for binding to the nerve growth factor receptor TrkA. A model for discriminating proliferation and differentiation. Meakin SO, MacDonald JI, Gryz EA, Kubu CJ, Verdi JM. J Biol Chem. 1999 Apr 2;274(14):9861–70.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10092678"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10092678"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10092678"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10196222	Pubmed	"Brain-derived neurotrophic factor induces phosphorylation of fibroblast growth factor receptor substrate 2. Easton JB, Moody NM, Zhu X, Middlemas DS. J Biol Chem. 1999 Apr 16;274(16):11321–7.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10196222"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10196222"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10196222"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10579927	Pubmed	"New insights into the control of MAP kinase pathways. English J, Pearson G, Wilsbacher J, Swantek J, Karandikar M, Xu S, et al. Exp Cell Res. 1999 Nov 25;253(1):255–70.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10579927"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10579927"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10579927"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10594022	Pubmed	"Role of apoptosis signal-regulating kinase in regulation of the c-Jun N-terminal kinase pathway and apoptosis in sympathetic neurons. Kanamoto T, Mota M, Takeda K, Rubin LL, Miyazono K, Ichijo H, et al. Mol Cell Biol. 2000 Jan;20(1):196–204.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10594022"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10594022"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10594022"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
