Label	Type	ID	Database	
MAT1A	GeneProduct	423628	Entrez Gene
BHMT	GeneProduct	416371	Entrez Gene
Tetrahydrofolate	Metabolite	135-16-0	CAS
5-Methyl Tetrahydrofolate	Metabolite	134-35-0	CAS
MTHFS	GeneProduct	415484	Entrez Gene
DHFR	GeneProduct	427317	Entrez Gene
RCJMB04_12b8	GeneProduct	426126	Entrez Gene
MTHFD1	GeneProduct	423508	Entrez Gene
MTHFD1L	GeneProduct	421633	Entrez Gene
LOC419011	GeneProduct	419011	Entrez Gene
Betaine	Metabolite	107-43-7	CAS
MTFMT	GeneProduct	415532	Entrez Gene
DNMT1	GeneProduct	396011	Entrez Gene
MTHFD1	GeneProduct	423508	Entrez Gene
10-Formyl Tetrahydrofolate	Metabolite	2800-34-2	CAS
RCJMB04_27p10	GeneProduct	422069	Entrez Gene
5,10-Methenyl Tetrahydrofolate	Metabolite	7444-29-3	CAS
MTHFR	GeneProduct	419489	Entrez Gene
MTHFD1L	GeneProduct	421633	Entrez Gene
FTCD	GeneProduct	395726	Entrez Gene
DNMT3B	GeneProduct	419287	Entrez Gene
AHCYL2	GeneProduct	416675	Entrez Gene
ALDH1L1	GeneProduct		
AMT	GeneProduct		
MTRR	GeneProduct	428502	Entrez Gene
Monoglutamate	Metabolite	59-30-3	CAS
Dihydrofolate	Metabolite	4033-27-6	CAS
MAT2B	GeneProduct	416165	Entrez Gene
5,10-Methylene Tetrahydrofolate	Metabolite	CHEBI:12071	ChEBI
Methionine	Metabolite	63-68-3	CAS
FTCD	GeneProduct	395726	Entrez Gene
SHMT1	GeneProduct	416520	Entrez Gene
AMT	GeneProduct		
S-adenosylhomocysteine	Metabolite	979-92-0	CAS
S-Adenosylmethionine	Metabolite	29908-03-0	CAS
TYMS	GeneProduct	421060	Entrez Gene
MTHFD1	GeneProduct	423508	Entrez Gene
GART	GeneProduct	395315	Entrez Gene
SHMT2	GeneProduct		
MTHFD1L	GeneProduct	421633	Entrez Gene
DNMT3A	GeneProduct	421991	Entrez Gene
ATIC	GeneProduct	396091	Entrez Gene
Homocysteine	Metabolite	6027-13-0	CAS
RCJMB04_12b8	GeneProduct	426126	Entrez Gene
AHCY	GeneProduct	419146	Entrez Gene
TCN II	GeneProduct		
GART	GeneProduct	395315	Entrez Gene
DHFR	GeneProduct	427317	Entrez Gene
DHFR	GeneProduct	427317	Entrez Gene
Polyglutamate	Metabolite	25513-46-6	CAS
