Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
cAMP	Metabolite	chebi:17489	""					wikidata:Q210041	chebi:17489	inchikey:IVOMOUWHDPKRLL-KQYNXXCUSA-N	pubchem.compound:6076	chemspider:5851	hmdb:HMDB0000058	kegg.compound:C00575	
PLAGL1	GeneProduct	ensembl:ENSG00000118495	""	ensembl:ENSG00000118495	ncbigene:5325	hgnc.symbol:PLAGL1	uniprot:A0A0D9SEQ4;uniprot:A0A0D9SGF7;uniprot:A0A0D9SFI7;uniprot:A0A3B3IRN7;uniprot:A0A0D9SFM8;uniprot:A1YLA1;uniprot:A1YLA2;uniprot:Q9UM63								
GATA3	GeneProduct	ensembl:ENSG00000107485	""	ensembl:ENSG00000107485	ncbigene:2625	hgnc.symbol:GATA3	uniprot:P23771;uniprot:A0A2R8Y4T2;uniprot:A0A994J6H6;uniprot:A0A2R8Y2A9								
OFD1	GeneProduct	ensembl:ENSG00000046651	""	ensembl:ENSG00000046651	ncbigene:8481	hgnc.symbol:OFD1	uniprot:A0A804HHU8;uniprot:A6NF31;uniprot:O75665;uniprot:A0A804HK98;uniprot:A0A804HKD3;uniprot:A0A804HL42;uniprot:A0A804HK70;uniprot:A0A804HIZ6;uniprot:E9KL37								
CEP170	GeneProduct	ensembl:ENSG00000143702	"Phosphorylated Centrosomal Protein 170"	ensembl:ENSG00000143702	ncbigene:645455;ncbigene:9859	hgnc.symbol:CEP170	uniprot:E7EWM2;uniprot:E5RFU8;uniprot:H0YB92;uniprot:Q5SW79;uniprot:E5RG47;uniprot:E5RGW7;uniprot:E5RIH6;uniprot:E5RJT5;uniprot:E7EMW0;uniprot:H0Y2V6;uniprot:H0YB66;uniprot:H0Y4T4								
DCTN1	GeneProduct	ensembl:ENSG00000204843	""	ensembl:ENSG00000204843	ncbigene:1639	hgnc.symbol:DCTN1	uniprot:C9JJN7;uniprot:C9JZA4;uniprot:Q14203;uniprot:C9JKG6;uniprot:Q6AWB1;uniprot:C9JJD0;uniprot:A0A7P0Z4C3;uniprot:C9JTE5;uniprot:C9JUI8;uniprot:E7EX90;uniprot:E9PCY0;uniprot:A0A804CDA6;uniprot:C9J1B7								
PCM1	GeneProduct	ensembl:ENSG00000078674	"Pericentriolar Material 1 Protein"	ensembl:ENSG00000078674	ncbigene:5108	hgnc.symbol:PCM1	uniprot:E5RGQ4;uniprot:E7EV93;uniprot:E9PGW9;uniprot:A0A5H1ZRS1;uniprot:A0A4W8VX11;uniprot:Q15154;uniprot:H0YBA1								
KIAA0753	GeneProduct	ensembl:ENSG00000198920	"OFD1- And FOPNL-Interacting Protein"	ensembl:ENSG00000198920	ncbigene:9851	hgnc.symbol:KIAA0753	uniprot:I3L3Y0;uniprot:I3L2A7;uniprot:F6SFD5;uniprot:I3L1P2;uniprot:Q2KHM9;uniprot:I3L341								
PLK1	GeneProduct	ensembl:ENSG00000166851	"Ppolo-like kinase 1 - ser/thr kinase"	ensembl:ENSG00000166851	ncbigene:5347	hgnc.symbol:PLK1	uniprot:P53350;uniprot:I3L387;uniprot:I3L2H5;uniprot:I3L309								
ENSG00000261130	GeneProduct	ensembl:ENSG00000261130	""	ensembl:ENSG00000261130			uniprot:H3BMD7;uniprot:H3BT86;uniprot:H3BNZ9								
MYH11	GeneProduct	ensembl:ENSG00000133392	"smooth muscle myosin heavy chain (SMMHC)"	ensembl:ENSG00000133392	ncbigene:4629	hgnc.symbol:MYH11	uniprot:A0A494C024;uniprot:P35749;uniprot:A0A024QZJ4;uniprot:A0A024QZJ6								
DISC1	GeneProduct	ensembl:ENSG00000162946	"Disrupted In Schizophrenia 1 Protein"	ensembl:ENSG00000162946	ncbigene:27185	hgnc.symbol:DISC1	uniprot:C4P092;uniprot:C4P093;uniprot:Q9NRI5;uniprot:C4P0A0;uniprot:C4P0B1;uniprot:C4P0B0;uniprot:H0Y7U2								
