Label	Type	ID	Database	
FOLH1	GeneProduct		
CG3011	GeneProduct	31524	Entrez Gene
ALDH1L1	GeneProduct		
TCN II	GeneProduct		
MTHFR	GeneProduct		
BHMT	GeneProduct		
DNMT1	GeneProduct		
MTR	GeneProduct		
MTRR	GeneProduct		
pug	GeneProduct	41279	Entrez Gene
ade3	GeneProduct	33986	Entrez Gene
CG11089	GeneProduct	42973	Entrez Gene
Dhfr	GeneProduct	42003	Entrez Gene
MTHFD1L	GeneProduct		
CG1750	GeneProduct	43699	Entrez Gene
DNMT3a	GeneProduct		
DNMT3b	GeneProduct		
Nmdmc	GeneProduct	47895	Entrez Gene
FTCD	GeneProduct		
CG34424	GeneProduct	37699	Entrez Gene
MTHFD1L	GeneProduct		
pug	GeneProduct	41279	Entrez Gene
MTHFD1L	GeneProduct		
pug	GeneProduct	41279	Entrez Gene
Ahcy13	GeneProduct	32471	Entrez Gene
CG9977	GeneProduct	38342	Entrez Gene
MAT2B	GeneProduct		
MAT1A	GeneProduct		
FTCD	GeneProduct		
Polyglutamate	Metabolite	25513-46-6	CAS
Monoglutamate	Metabolite	59-30-3	CAS
Tetrahydrofolate	Metabolite	135-16-0	CAS
Dihydrofolate	Metabolite	4033-27-6	CAS
5,10-Methylene Tetrahydrofolate	Metabolite	25513-46-6	CAS
5-Methyl Tetrahydrofolate	Metabolite	134-35-0	CAS
10-Formyl Tetrahydrofolate	Metabolite	2800-34-2	CAS
5,10-Methenyl Tetrahydrofolate	Metabolite	7444-29-3	CAS
Methionine	Metabolite	63-68-3	CAS
Betaine	Metabolite	107-43-7	CAS
S-Adenosylmethionine	Metabolite	29908-03-0	CAS
S-adenosylhomocysteine	Metabolite	979-92-0	CAS
Homocysteine	Metabolite	6027-13-0	CAS
CG6415	GeneProduct	34474	Entrez Gene
Nmdmc	GeneProduct	47895	Entrez Gene
SHMT2	GeneProduct		
CG6415	GeneProduct	34474	Entrez Gene
Ts	GeneProduct	33499	Entrez Gene
ade3	GeneProduct	33986	Entrez Gene
Dhfr	GeneProduct	42003	Entrez Gene
Dhfr	GeneProduct	42003	Entrez Gene
