Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Choline	Metabolite	chebi:15354	"Methionine Hypothesis"					wikidata:Q193166	chebi:15354	inchikey:OEYIOHPDSNJKLS-UHFFFAOYSA-N	pubchem.compound:305	chemspider:299	hmdb:HMDB0000097	kegg.compound:C00114	
SAM	Metabolite	chebi:67040	"SAMdef Hypothesis"					wikidata:Q27135598	chebi:67040	inchikey:MEFKEPWMEQBLKI-AIRLBKTGSA-N	pubchem.compound:34755	chemspider:31982		kegg.compound:C00019	
Homocysteine thiolactone	Metabolite	hmdb:HMDB0002287	"Toxic Hypothesis"							inchikey:KIWQWJKWBHZMDT-UHFFFAOYSA-N	pubchem.compound:107712	chemspider:96881	hmdb:HMDB0002287		
Phosphatidylcholine	Metabolite	chebi:49183	"Methionine Hypothesis"					wikidata:Q75026757	chebi:49183					kegg.compound:C00157	
[Myelin basic protein]-N-methylarginine	Metabolite	chebi:10167	"SAMdef Hypothesis"					wikidata:Q114437027	chebi:10167					kegg.compound:C05321	
Dimethylglycine	Metabolite	chebi:17724	""					wikidata:Q106345659;wikidata:Q4369	chebi:58251;chebi:17724	inchikey:FFDGPVCHZBVARC-UHFFFAOYSA-N	pubchem.compound:673;pubchem.compound:6971056	chemspider:653	hmdb:HMDB0000092	kegg.compound:C01026	
Homocysteine	Metabolite	chebi:58199	""					wikidata:Q26992833;wikidata:Q106345493	chebi:58199;chebi:17588	inchikey:FFFHZYDWPBMWHY-VKHMYHEASA-N	pubchem.compound:6971015;pubchem.compound:91552		hmdb:HMDB0000742	kegg.compound:C00155	
[Myelin basic protein]-arginine	Metabolite	chebi:10166	"SAMdef Hypothesis"					wikidata:Q114437034	chebi:10166					kegg.compound:C05207	
Phosphocholine	Metabolite	chebi:295975	"Methionine Hypothesis"					wikidata:Q27225724	chebi:295975	inchikey:YHHSONZFOIEMCP-UHFFFAOYSA-M	pubchem.compound:3330960	chemspider:2578067			
Ca2+	Metabolite	chebi:29108	"Toxic Hypothesis"					wikidata:Q23905776	chebi:29108	inchikey:BHPQYMZQTOCNFJ-UHFFFAOYSA-N	pubchem.compound:271	chemspider:266	hmdb:HMDB0000464	kegg.compound:C00076	
Ceramide	Metabolite	chebi:17761	"Methionine Hypothesis"					wikidata:Q424213	chebi:17761					kegg.compound:C00195	lipidmaps:LMSP02
Methionine	Metabolite	chebi:57844	""					wikidata:Q106345486;wikidata:Q22124685	chebi:16643;chebi:57844	inchikey:FFEARJCKVFRZRR-BYPYZUCNSA-N	pubchem.compound:6137	chemspider:5907	hmdb:HMDB0000696	kegg.compound:C00073	
CDP-choline	Metabolite	chebi:58779	"Methionine Hypothesis"					wikidata:Q27126045	chebi:58779	inchikey:RZZPDXZPRHQOCG-OJAKKHQRSA-M	pubchem.compound:25202509	chemspider:25022270			
Betaine aldehyde	Metabolite	chebi:15710	"Methionine Hypothesis"					wikidata:Q10859645	chebi:15710	inchikey:SXKNCCSPZDCRFD-UHFFFAOYSA-N	pubchem.compound:249	chemspider:244	hmdb:HMDB0001252	kegg.compound:C00576	
betaine	Metabolite	chebi:17750	""					wikidata:Q10860583	chebi:17750	inchikey:KWIUHFFTVRNATP-UHFFFAOYSA-N	pubchem.compound:247	chemspider:242		kegg.compound:C00719	
