Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
sn-glyceryl-3-phosphate	Metabolite	kegg.compound:C00093	""					wikidata:Q27093499	chebi:15978	inchikey:AWUCVROLDVIAJX-GSVOUGTGSA-N	pubchem.compound:439162	chemspider:388308	hmdb:HMDB0000126	kegg.compound:C00093	
a fatty acyl CoA	Metabolite	chebi:37554	""					wikidata:Q33616143	chebi:37554						lipidmaps:LMFA0705
Coenzyme A	Metabolite	cas:85-61-0	""					wikidata:Q407635	chebi:15346	inchikey:RGJOEKWQDUBAIZ-IBOSZNHHSA-N	pubchem.compound:87642	chemspider:79067	hmdb:HMDB0001423	kegg.compound:C00010	
L-Phosphatidic acid	Metabolite	kegg.compound:C00416	""					wikidata:Q66000256	chebi:16337					kegg.compound:C00416	
Water	Metabolite	kegg.compound:C00001	""					wikidata:Q283	chebi:15377	inchikey:XLYOFNOQVPJJNP-UHFFFAOYSA-N	pubchem.compound:22247451;pubchem.compound:962	chemspider:937	hmdb:HMDB0002111	kegg.compound:C00001	
Phosphate	Metabolite	cas:14265-44-2	""					wikidata:Q177811	chebi:26078;chebi:18367	inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-K;inchikey:NBIIXXVUZAFLBC-UHFFFAOYSA-N	pubchem.compound:1004;pubchem.compound:1061	chemspider:979;chemspider:1032	hmdb:HMDB0001429	kegg.compound:C00009	
a triacylglycerol	Metabolite	chebi:17855	""					wikidata:Q186319	chebi:17855					kegg.compound:C00422	lipidmaps:LMGL0301;lipidmaps:LMGL03010000
a phosphatidylcholine	Metabolite	kegg.compound:C00157	""					wikidata:Q22082951	chebi:57643;chebi:16110;chebi:49183					kegg.compound:C00157	lipidmaps:LMGP01010000
acyltransferase	GeneProduct	tair.locus:AT4G00400	""	ensembl:AT4G00400	ncbigene:828140		uniprot:A0A178V645;uniprot:A0A5S9XNW1;uniprot:Q5XF03								
glycerol-3-phosphate acyltransferase	GeneProduct	tair.locus:AT1G32200	""	ensembl:AT1G32200	ncbigene:840112		uniprot:A0A5S9WKV1;uniprot:Q43307;uniprot:A0A178WCW7;uniprot:C0Z249								
1-acylglycerol-3-phosphate O-acyltransferase	GeneProduct	tair.locus:AT3G11430	""	ensembl:AT3G11430	ncbigene:820316		uniprot:Q9CAY3;uniprot:A0A178VCP1								
LPP1	GeneProduct	tair.locus:AT2G01180	""	ensembl:AT2G01180	ncbigene:814646		uniprot:A0A178VSS9;uniprot:A0A1P8AYQ5;uniprot:A0A1P8AYJ4;uniprot:A0A654EQX5;uniprot:Q9ZU49								
LPP2	GeneProduct	tair.locus:AT1G15080	""	ensembl:AT1G15080	ncbigene:838072		uniprot:A0A178W9U4;uniprot:Q9XI60;uniprot:A0A7G2DTU4;uniprot:A0A5S9UI08								
PAP2	GeneProduct	tair.locus:AT3G18220	""	ensembl:AT3G18220	ncbigene:821350		uniprot:A0A5S9XDE8;uniprot:A0A178VE10;uniprot:A0A654F8C9;uniprot:Q0WNG6								
LPP3	GeneProduct	tair.locus:AT3G02600	""	ensembl:AT3G02600	ncbigene:821299		uniprot:A0A384LE78;uniprot:A0A5S9X8H7;uniprot:Q8LFD1;uniprot:A0A178VF41;uniprot:A0A654F3H4;uniprot:F4IX65								
PDAT	GeneProduct	tair.locus:AT5G13640	""	ensembl:AT5G13640	ncbigene:831208		uniprot:A0A1P8BD92;uniprot:A0A5S9Y3U3;uniprot:A0A1P8BD95;uniprot:Q9FNA9;uniprot:A0A178UIJ4								
diacylglycerol acyltransferase	GeneProduct	tair.locus:AT3G51520	""	ensembl:AT3G51520	ncbigene:824315		uniprot:A0A178VLT3;uniprot:Q9ASU1								
TAG1	GeneProduct	tair.locus:AT2G19450	""	ensembl:AT2G19450	ncbigene:816464		uniprot:Q9SLD2;uniprot:A0A178VVE4								
