Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Ifng	GeneProduct	ncbigene:25712		ensembl:ENSRNOG00000007468	ncbigene:25712		uniprot:P01581			
Ifng	GeneProduct	ncbigene:25712		ensembl:ENSRNOG00000007468	ncbigene:25712		uniprot:P01581			
Ifng	GeneProduct	ncbigene:25712		ensembl:ENSRNOG00000007468	ncbigene:25712		uniprot:P01581			
Ifngr1	GeneProduct	ncbigene:116465		ensembl:ENSRNOG00000012074	ncbigene:116465		uniprot:Q6P6T3			
Ifngr2	GeneProduct	ncbigene:360697		ensembl:ENSRNOG00000002032	ncbigene:360697		uniprot:D4A109			
Jak1	GeneProduct	ncbigene:84598		ensembl:ENSRNOG00000011157	ncbigene:84598		uniprot:G3V9W2			
Jak2	GeneProduct	ncbigene:24514		ensembl:ENSRNOG00000059968	ncbigene:24514		uniprot:Q62689			
Jak2	GeneProduct	ncbigene:24514		ensembl:ENSRNOG00000059968	ncbigene:24514		uniprot:Q62689			
Ifngr2	GeneProduct	ncbigene:360697		ensembl:ENSRNOG00000002032	ncbigene:360697		uniprot:D4A109			
Ifngr1	GeneProduct	ncbigene:116465		ensembl:ENSRNOG00000012074	ncbigene:116465		uniprot:Q6P6T3			
Jak1	GeneProduct	ncbigene:84598		ensembl:ENSRNOG00000011157	ncbigene:84598		uniprot:G3V9W2			
Ifng	GeneProduct	ncbigene:25712		ensembl:ENSRNOG00000007468	ncbigene:25712		uniprot:P01581			
Jak2	GeneProduct	ncbigene:24514		ensembl:ENSRNOG00000059968	ncbigene:24514		uniprot:Q62689			
Ifngr2	GeneProduct	ncbigene:360697		ensembl:ENSRNOG00000002032	ncbigene:360697		uniprot:D4A109			
Ifngr1	GeneProduct	ncbigene:116465		ensembl:ENSRNOG00000012074	ncbigene:116465		uniprot:Q6P6T3			
Jak1	GeneProduct	ncbigene:84598		ensembl:ENSRNOG00000011157	ncbigene:84598		uniprot:G3V9W2			
Ifngr2	GeneProduct	ncbigene:360697		ensembl:ENSRNOG00000002032	ncbigene:360697		uniprot:D4A109			
Ifng	GeneProduct	ncbigene:25712		ensembl:ENSRNOG00000007468	ncbigene:25712		uniprot:P01581			
Jak1	GeneProduct	ncbigene:84598		ensembl:ENSRNOG00000011157	ncbigene:84598		uniprot:G3V9W2			
Jak2	GeneProduct	ncbigene:24514		ensembl:ENSRNOG00000059968	ncbigene:24514		uniprot:Q62689			
Ifngr1	GeneProduct	ncbigene:116465		ensembl:ENSRNOG00000012074	ncbigene:116465		uniprot:Q6P6T3			
Socs3	GeneProduct	ncbigene:89829		ensembl:ENSRNOG00000063373	ncbigene:89829		uniprot:G3V6D2			
Socs1	GeneProduct	ncbigene:252971		ensembl:ENSRNOG00000002568	ncbigene:252971		uniprot:G3V6B4			
Ptpn11	GeneProduct	ncbigene:25622		ensembl:ENSRNOG00000030124	ncbigene:25622		uniprot:P41499			
Stat1	GeneProduct	ncbigene:25124								
Stat1	GeneProduct	ncbigene:25124								
Stat2	GeneProduct	ncbigene:288774								
Stat2	GeneProduct	ncbigene:288774								
Stat1	GeneProduct	ncbigene:25124								
Stat2	GeneProduct	ncbigene:288774								
Stat1	GeneProduct	ncbigene:25124								
Irf9	GeneProduct	ncbigene:305896		ensembl:ENSRNOG00000019478	ncbigene:305896		uniprot:G3V8J4			
Irf9	GeneProduct	ncbigene:305896		ensembl:ENSRNOG00000019478	ncbigene:305896		uniprot:G3V8J4			
Irf9	GeneProduct	ncbigene:305896		ensembl:ENSRNOG00000019478	ncbigene:305896		uniprot:G3V8J4			
Stat1	GeneProduct	ncbigene:25124								
Stat1	GeneProduct	ncbigene:25124								
Irf9	GeneProduct	ncbigene:305896		ensembl:ENSRNOG00000019478	ncbigene:305896		uniprot:G3V8J4			
Stat1	GeneProduct	ncbigene:25124								
Stat1	GeneProduct	ncbigene:25124								
Stat1	GeneProduct	ncbigene:25124								
Stat1	GeneProduct	ncbigene:25124								
Prkcd	GeneProduct	ncbigene:170538		ensembl:ENSRNOG00000016346	ncbigene:170538		uniprot:A0A140UHX0;uniprot:D4A0U0			
Reg1a	GeneProduct	ncbigene:24714		ensembl:ENSRNOG00000006486	ncbigene:24714		uniprot:P10758			
Irf4	GeneProduct	ncbigene:291100		ensembl:ENSRNOG00000061070	ncbigene:291100		uniprot:D3ZEX6			
Sfpi1	GeneProduct	ncbigene:366126		ensembl:ENSRNOG00000012172	ncbigene:366126		uniprot:Q6BDS1			
Stat1	GeneProduct	ncbigene:25124								
Stat1	GeneProduct	ncbigene:25124								
Stat1	GeneProduct	ncbigene:25124								
Stat1	GeneProduct	ncbigene:25124								
Stat2	GeneProduct	ncbigene:288774								
Stat1	GeneProduct	ncbigene:25124								
Irf9	GeneProduct	ncbigene:305896		ensembl:ENSRNOG00000019478	ncbigene:305896		uniprot:G3V8J4			
Irf9	GeneProduct	ncbigene:305896		ensembl:ENSRNOG00000019478	ncbigene:305896		uniprot:G3V8J4			
Stat1	GeneProduct	ncbigene:25124								
Stat1	GeneProduct	ncbigene:25124								
Irf9	GeneProduct	ncbigene:305896		ensembl:ENSRNOG00000019478	ncbigene:305896		uniprot:G3V8J4			
Ifnb1	GeneProduct	ncbigene:24481		ensembl:ENSRNOG00000006268	ncbigene:24481		uniprot:P70499			
Nos2	GeneProduct	ncbigene:24599		ensembl:ENSRNOG00000057443	ncbigene:24599		uniprot:M0RDG2;uniprot:F1LSH9			
Gbp1	GeneProduct	ncbigene:304266		ensembl:ENSRNOG00000068984	ncbigene:304266					
HIST2H4	GeneProduct	ncbigene:295277		ensembl:ENSRNOG00000032224	ncbigene:295277;ncbigene:364723		uniprot:P62804			
Psmb9	GeneProduct	ncbigene:24967		ensembl:ENSRNOG00000000459	ncbigene:24967		uniprot:Q6MGA6			
Tap1	GeneProduct	ncbigene:24811		ensembl:ENSRNOG00000000457	ncbigene:24811		uniprot:P97949			
Oas1a	GeneProduct	ncbigene:192281		ensembl:ENSRNOG00000001369	ncbigene:192281		uniprot:G3V9A4;uniprot:Q5MYX1;uniprot:D4A5A2;uniprot:Q5MYW5			
Cxcl10	GeneProduct	ncbigene:245920		ensembl:ENSRNOG00000022256	ncbigene:245920		uniprot:P48973			
Ciita	GeneProduct	ncbigene:85483		ensembl:ENSRNOG00000002659	ncbigene:85483		uniprot:A0A0G2K9Q5;uniprot:A0A0G2JVN3;uniprot:G3V6C0			
Cybb	GeneProduct	ncbigene:66021		ensembl:ENSRNOG00000003622	ncbigene:66021		uniprot:Q9ERL1			
Il1b	GeneProduct	ncbigene:24494		ensembl:ENSRNOG00000004649	ncbigene:24494		uniprot:Q5BKB0			
Ifit2	GeneProduct	ncbigene:294091		ensembl:ENSRNOG00000036604	ncbigene:294091		uniprot:Q4V8H9			
Eif2ak2	GeneProduct	ncbigene:54287		ensembl:ENSRNOG00000048315	ncbigene:54287		uniprot:M0RDJ3			
Irf1	GeneProduct	ncbigene:24508		ensembl:ENSRNOG00000008144	ncbigene:24508		uniprot:Q6DGG4			
Icam1	GeneProduct	ncbigene:25464								
Cxcl9	GeneProduct	ncbigene:246759		ensembl:ENSRNOG00000022242	ncbigene:246759		uniprot:Q8K4B1			
G1p2	GeneProduct	ncbigene:298693		ensembl:ENSRNOG00000069527	ncbigene:298693		uniprot:D4A3X3			
Irf8	GeneProduct	ncbigene:292060		ensembl:ENSRNOG00000017869	ncbigene:292060		uniprot:Q5NUI4			
Irf8	GeneProduct	ncbigene:292060		ensembl:ENSRNOG00000017869	ncbigene:292060		uniprot:Q5NUI4			
Irf2	GeneProduct	ncbigene:290749		ensembl:ENSRNOG00000009824	ncbigene:290749		uniprot:A0A0G2K1F1;uniprot:Q0PXQ8			
