Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Pyruvate	Metabolite	chebi:15361	""					wikidata:Q27089397	chebi:15361	inchikey:LCTONWCANYUPML-UHFFFAOYSA-M	pubchem.compound:107735	chemspider:96901		kegg.compound:C00022	
Apo-ACC	Metabolite	chebi:29969	"aka apo-[methylmalonyl-CoA:pyruvate carboxytransferase]"					wikidata:Q117357245	chebi:29969						
Propanoyl-CoA	Metabolite	chebi:57392	"aka propionyl-CoA"					wikidata:Q27124603	chebi:57392	inchikey:QAQREVBBADEHPA-IEXPHMLFSA-J	pubchem.compound:45266613	chemspider:26330765			
Leucine	Metabolite	chebi:25017	""					wikidata:Q60662890	chebi:25017	inchikey:ROHFNLRQFUQHCH-UHFFFAOYSA-N	pubchem.compound:857;pubchem.compound:5255803			kegg.compound:C16439	lipidmaps:LMFA01100048
oxaloacetate	Metabolite	chebi:16452	""					wikidata:Q27101912	chebi:16452	inchikey:KHPXUQMNIQBQEV-UHFFFAOYSA-L	pubchem.compound:164550	chemspider:144251		kegg.compound:C00036	
3-methylglutaconyl-CoA	Metabolite	chebi:57346	"aka trans-3-methylglutaconyl-CoA"					wikidata:Q27124446	chebi:57346	inchikey:ZMMFWDHIXCPOHZ-XRYKKJIBSA-I	pubchem.compound:45266577	chemspider:26330721			
3-methylcrotonyl-COA	Metabolite	chebi:57344	"aka 3-methylbut-2-enoyl-CoA"					wikidata:Q27124444	chebi:57344	inchikey:BXIPALATIYNHJN-ZMHDXICWSA-J	pubchem.compound:45266575	chemspider:26330719			
Dietary and otherprotein-bound biotin	Metabolite	chebi:16615	""					wikidata:Q27101999	chebi:16615	inchikey:XFLVBMBRLSCJAI-ZKWXMUAHSA-N	pubchem.compound:83831	chemspider:75650		kegg.compound:C01893	
Biocytin	Metabolite	wikidata:Q864247	"biotin covalantly bound to lysine"					wikidata:Q864247	chebi:195545;chebi:27870	inchikey:BAQMYDQNMFBZNA-MNXVOIDGSA-N	pubchem.compound:7098660;pubchem.compound:83814	chemspider:75634	hmdb:HMDB0003134	kegg.compound:C05552	
Lysine	Metabolite	chebi:25094	""					wikidata:Q178430	chebi:25094	inchikey:KDXKERNSBIXSRK-UHFFFAOYSA-N	pubchem.compound:5248709;pubchem.compound:866	chemspider:843		kegg.compound:C16440	
Free biotin	Metabolite	chebi:15956	""					wikidata:Q181354	chebi:15956	inchikey:YBJHBAHKTGYVGT-ZKWXMUAHSA-N	pubchem.compound:171548	chemspider:149962	hmdb:HMDB0000030	kegg.compound:C00120	
Acetyl-CoA	Metabolite	chebi:57288	""					wikidata:Q27124397	chebi:57288	inchikey:ZSLZBFCDCINBPY-ZSJPKINUSA-J	pubchem.compound:45266541	chemspider:26330682			
Biotin (free pool)	Metabolite	chebi:15956	""					wikidata:Q181354	chebi:15956	inchikey:YBJHBAHKTGYVGT-ZKWXMUAHSA-N	pubchem.compound:171548	chemspider:149962	hmdb:HMDB0000030	kegg.compound:C00120	
Malonyl-CoA	Metabolite	chebi:57384	""					wikidata:Q27124561	chebi:57384	inchikey:LTYOQGRJFJAKNA-DVVLENMVSA-I	pubchem.compound:45266608	chemspider:26330757			
holo-ACC	Metabolite	chebi:83144	"aka holo-[methylmalonyl-CoA:pyruvate carboxytransferase]"						chebi:83144						
Apo-PCC	Metabolite	chebi:29969	"aka apo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]"					wikidata:Q117357245	chebi:29969						
holo-PCC	Metabolite	chebi:83144	"aka holo-[propionyl-CoA:carbon-dioxide ligase (ADP-forming)]"						chebi:83144						
Apo-MCC	Metabolite	chebi:29969	"aka apo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]"					wikidata:Q117357245	chebi:29969						
holo-MCC	Metabolite	chebi:83144	"aka holo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)]"						chebi:83144						
Apo-PC	Metabolite	chebi:29969	"aka pyruvate carboxylase"					wikidata:Q117357245	chebi:29969						
holo-PC	Metabolite	chebi:83144	"aka pyruvate carboxylase"						chebi:83144						
Biotin 	Metabolite	chebi:15956	""					wikidata:Q181354	chebi:15956	inchikey:YBJHBAHKTGYVGT-ZKWXMUAHSA-N	pubchem.compound:171548	chemspider:149962	hmdb:HMDB0000030	kegg.compound:C00120	
