ID	Database	Citation
6427116	Pubmed	"Lead poisoning in inherited delta-aminolevulinic acid dehydratase deficiency. Doss M, Laubenthal F, Stoeppler M. Int Arch Occup Environ Health. 1984;54(1):55–63.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/6427116"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/6427116"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/6427116"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
6826727	Pubmed	"Hereditary tyrosinemia and the heme biosynthetic pathway. Profound inhibition of delta-aminolevulinic acid dehydratase activity by succinylacetone. Sassa S, Kappas A. J Clin Invest. 1983 Mar;71(3):625–34.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/6826727"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/6826727"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/6826727"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
10692079	Pubmed	"Molecular aspects of the inherited porphyrias. Sassa S, Kappas A. J Intern Med. 2000 Feb;247(2):169–78.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/10692079"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/10692079"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/10692079"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
12498316	Pubmed	"Lead, chemical porphyria, and heme as a biological mediator. Fujita H, Nishitani C, Ogawa K. Tohoku J Exp Med. 2002 Feb;196(2):53–64.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12498316"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/12498316"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/12498316"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
15982550	Pubmed	"The porphyrias. Dombeck TA, Satonik RC. Emerg Med Clin North Am. 2005 Aug;23(3):885–99, x.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/15982550"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/15982550"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/15982550"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
16330345	Pubmed	"A critical review of biomarkers used for monitoring human exposure to lead: advantages, limitations, and future needs. Barbosa F Jr, Tanus-Santos JE, Gerlach RF, Parsons PJ. Environ Health Perspect. 2005 Dec;113(12):1669–74.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/16330345"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/16330345"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/16330345"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
17366816	Pubmed	"Lead and delta-aminolevulinic acid dehydratase polymorphism: where does it lead? A meta-analysis. Scinicariello F, Murray HE, Moffett DB, Abadin HG, Sexton MJ, Fowler BA. Environ Health Perspect. 2007 Jan;115(1):35–41.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/17366816"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/17366816"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/17366816"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
20506125	Pubmed	"Structure and function of enzymes in heme biosynthesis. Layer G, Reichelt J, Jahn D, Heinz DW. Protein Sci. 2010 Jun;19(6):1137–61.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/20506125"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/20506125"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/20506125"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
21103937	Pubmed	"Harderoporphyria due to homozygosity for coproporphyrinogen oxidase missense mutation H327R. Hasanoglu A, Balwani M, Kasapkara CS, Ezgü FS, Okur I, Tümer L, et al. J Inherit Metab Dis. 2011 Feb;34(1):225–31.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/21103937"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/21103937"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/21103937"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
23720291	Pubmed	"Porphyrin and heme metabolism and the porphyrias. Bonkovsky HL, Guo JT, Hou W, Li T, Narang T, Thapar M. Compr Physiol. 2013 Jan;3(1):365–401.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/23720291"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/23720291"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/23720291"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26132003	Pubmed	"Porphyria Diagnostics-Part 1: A Brief Overview of the Porphyrias. Ramanujam VMS, Anderson KE. Curr Protoc Hum Genet. 2015 Jul 1;86:17.20.1-17.20.26.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26132003"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26132003"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26132003"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
26637696	Pubmed	"Diagnosis and treatment of sideroblastic anemias: from defective heme synthesis to abnormal RNA splicing. Cazzola M, Malcovati L. Hematology Am Soc Hematol Educ Program. 2015;2015:19–25.  <a href=""http://www.ncbi.nlm.nih.gov/pubmed/26637696"" target=""_blank"" class=""external"" rel=""nofollow"">PubMed</a> <a href=""https://europepmc.org/abstract/MED/26637696"" target=""_blank"" class=""external"" rel=""nofollow"">Europe PMC</a> <a href=""https://scholia.toolforge.org/pubmed/26637696"" target=""_blank"" class=""external"" rel=""nofollow"">Scholia</a>"
