Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI
Pyruvic acid	Metabolite	hmdb:HMDB0000243							chebi:32816;chebi:32816	inchikey:LCTONWCANYUPML-UHFFFAOYSA-N
3-Phosphoglyceric acid	Metabolite	hmdb:HMDB0000807							chebi:17050;chebi:17050	inchikey:OSJPPGNTCRNQQC-UHFFFAOYSA-N
Pyruvic acid	Metabolite	hmdb:HMDB0000243							chebi:32816;chebi:32816	inchikey:LCTONWCANYUPML-UHFFFAOYSA-N
Oxalacetic acid	Metabolite	hmdb:HMDB0000223							chebi:30744;chebi:30744	inchikey:KHPXUQMNIQBQEV-UHFFFAOYSA-N
Fructose-1,6-biphosphate	Metabolite	hmdb:HMDB0001058							chebi:28013;chebi:28013	inchikey:RNBGYGVWRKECFJ-ARQDHWQXSA-N
Glyceric acid 1,3-biphosphate	Metabolite	hmdb:HMDB0001270							chebi:16001;chebi:16001	inchikey:LJQLQCAXBUHEAZ-UWTATZPHSA-N
2-Phosphoglyceric acid	Metabolite	hmdb:HMDB0000362							chebi:24344;chebi:24344	inchikey:GXIURPTVHJPJLF-UHFFFAOYSA-N
L-Aspartic acid	Metabolite	hmdb:HMDB0000191							chebi:17053;chebi:17053	inchikey:CKLJMWTZIZZHCS-REOHCLBHSA-N
Oxalacetic acid	Metabolite	hmdb:HMDB0000223							chebi:30744;chebi:30744	inchikey:KHPXUQMNIQBQEV-UHFFFAOYSA-N
L-Aspartic acid	Metabolite	hmdb:HMDB0000191							chebi:17053;chebi:17053	inchikey:CKLJMWTZIZZHCS-REOHCLBHSA-N
Glucose-1-phosphate	Metabolite	chebi:16077						wikidata:Q27098367	chebi:16077;chebi:16077	inchikey:HXXFSFRBOHSIMQ-GASJEMHNSA-N
Glycogen	Metabolite	chebi:28087						wikidata:Q174936	chebi:28087;chebi:28087	inchikey:BYSGBSNPRWKUQH-UJDJLXLFSA-N
ldha	GeneProduct	ncbigene:30496		ensembl:ENSDARG00000101251	ncbigene:30496		uniprot:Q9PVK5			
dldh	GeneProduct	ncbigene:399479		ensembl:ENSDARG00000008785	ncbigene:399479		uniprot:Q6TNU6			
aldob	GeneProduct	ncbigene:321664		ensembl:ENSDARG00000053684	ncbigene:321664		uniprot:E9QF34;uniprot:A0A0R4IU94;uniprot:A0A2R8QH08;uniprot:E9QBQ4;uniprot:Q8JH71			
got1	GeneProduct	ncbigene:406330		ensembl:ENSDARG00000039093	ncbigene:406330		uniprot:F1QMC6;uniprot:Q7ZUW8			
zgc:64133	GeneProduct	ncbigene:406405		ensembl:ENSDARG00000043371	ncbigene:406405		uniprot:Q7T334			
gapdh	GeneProduct	ncbigene:317743		ensembl:ENSDARG00000043457	ncbigene:317743		uniprot:E9QIH5;uniprot:A0A0R4IGI1;uniprot:E9QGA9;uniprot:Q5XJ10;uniprot:E9QCY9			
pgk1	GeneProduct	ncbigene:406696		ensembl:ENSDARG00000054191	ncbigene:406696		uniprot:F1QXV8			
aldoc	GeneProduct	ncbigene:369193		ensembl:ENSDARG00000019702	ncbigene:369193		uniprot:B2GP30;uniprot:Q8JH70			
GOT2a	GeneProduct	ensembl:ENSDARG00000041068		ensembl:ENSDARG00000041068	ncbigene:406688		uniprot:Q7SYK7			
PFKMa	GeneProduct	ensembl:ENSDARG00000014179		ensembl:ENSDARG00000014179	ncbigene:447836		uniprot:Q66HV8			
pkm2a	GeneProduct	ncbigene:335817		ensembl:ENSDARG00000099730	ncbigene:335817		uniprot:Q7ZVT2;uniprot:A0A0R4IAN1;uniprot:A0A0R4IAV3;uniprot:A0A0R4IGP6			
pkm2b	GeneProduct	ensembl:ENSDARG00000099860		ensembl:ENSDARG00000099860	ncbigene:445094		uniprot:A0A0R4IHV1			
pdk1	GeneProduct	ncbigene:555840		ensembl:ENSDARG00000013128	ncbigene:555840		uniprot:E7F3U3			
