Label	Type	Identifier	Comment	Ensembl	NCBI gene	HGNC	UniProt	Wikidata	ChEBI	InChI	PubChem	ChemSpider	HMDB	KEGG	LipidMaps
Oxygen	Metabolite	chemspider:952	""					wikidata:Q5203615	chebi:15379	inchikey:MYMOFIZGZYHOMD-UHFFFAOYSA-N	pubchem.compound:977	chemspider:952	hmdb:HMDB0001377	kegg.compound:C00007	
Superoxide	Metabolite	chemspider:4514331	""					wikidata:Q69521260	chebi:18421	inchikey:OUUQCZGPVNCOIJ-UHFFFAOYSA-M	pubchem.compound:5359597	chemspider:4514331	hmdb:HMDB0002168	kegg.compound:C00704	
Hydrogen peroxide	Metabolite	chemspider:763	""					wikidata:Q171877	chebi:16240	inchikey:MHAJPDPJQMAIIY-UHFFFAOYSA-N	pubchem.compound:784;pubchem.compound:22326046	chemspider:763	hmdb:HMDB0003125	kegg.compound:C00027	
NADPH	Metabolite	chemspider:5673	""					wikidata:Q26841327	chebi:16474	inchikey:ACFIXJIJDZMPPO-NNYOXOHSSA-N	pubchem.compound:5884	chemspider:5673	hmdb:HMDB0000221	kegg.compound:C00005	
NADP+	Metabolite	chemspider:5674	""					wikidata:Q71530982	chebi:44409	inchikey:XJLXINKUBYWONI-NNYOXOHSSA-N	pubchem.compound:5885;pubchem.compound:57525501	chemspider:5674	hmdb:HMDB0000217	kegg.compound:C00006	
Fenthion	Metabolite	chemspider:3229	""					wikidata:Q418354	chebi:34761	inchikey:PNVJTZOFSHSLTO-UHFFFAOYSA-N	pubchem.compound:3346	chemspider:3229	hmdb:HMDB0033209	kegg.compound:C14420	
Gp91	GeneProduct	ensembl:Solyc03g117980.2	""												
Pto	GeneProduct	ensembl:Solyc05g013320.1	""	ensembl:Solyc05g013320.1	ncbigene:101268866		uniprot:P93215;uniprot:Q9LLC8								
Pti1	GeneProduct	ensembl:Solyc12g098980.1	""												
Fen	GeneProduct	ensembl:Solyc05g013290.1	""	ensembl:Solyc05g013290.1	ncbigene:101263706		uniprot:P93216;uniprot:Q9LLC9								
AvrPto	GeneProduct	uniprot:Q08242	""												
Kinases	GeneProduct	eccode:2.7.1.-.	""												
